PERIODO;FECHA;TIPO_VISITAS;VISITAS
201605;10/05/2016;DISCAPACITADOS;0
201605;10/05/2016;ESCUELAS PUBLICAS;0
201605;10/05/2016;EXTRANJEROS;0
201605;10/05/2016;GUIA ACOMPAÑANTE;0
201605;10/05/2016;INVITACION;0
201605;10/05/2016;JUBILADOS;0
201605;10/05/2016;MENORES;0
201605;10/05/2016;UNIV. RESIDENTES;9
201605;10/05/2016;ESCUELAS PRIVADAS;22
201605;10/05/2016;RESIDENTES;188
201605;10/05/2016;GENERAL;210
201605;11/05/2016;DISC. ACOMPAÑANTE;0
201605;11/05/2016;DISCAPACITADOS;0
201605;11/05/2016;ESCUELAS PUBLICAS;0
201605;11/05/2016;EXTRANJEROS;0
201605;11/05/2016;GUIA ACOMPAÑANTE;0
201605;11/05/2016;INVITACION;0
201605;11/05/2016;MENORES;0
201605;11/05/2016;UNIV. RESIDENTES;0
201605;11/05/2016;JUBILADOS;2
201605;11/05/2016;ESCUELAS PRIVADAS;101
201605;11/05/2016;GENERAL;160
201605;11/05/2016;RESIDENTES;439
201605;12/05/2016;DISC. ACOMPAÑANTE;0
201605;12/05/2016;DISCAPACITADOS;0
201605;12/05/2016;ESCUELAS PUBLICAS;0
201605;12/05/2016;EXTRANJEROS;0
201605;12/05/2016;GUIA ACOMPAÑANTE;0
201605;12/05/2016;INVITACION;0
201605;12/05/2016;JUBILADOS;0
201605;12/05/2016;MENORES;0
201605;12/05/2016;UNIV. RESIDENTES;0
201605;12/05/2016;ESCUELAS PRIVADAS;55
201605;12/05/2016;RESIDENTES;165
201605;12/05/2016;GENERAL;202
201605;13/05/2016;DISC. ACOMPAÑANTE;0
201605;13/05/2016;DISCAPACITADOS;0
201605;13/05/2016;ESCUELAS PRIVADAS;0
201605;13/05/2016;ESCUELAS PUBLICAS;0
201605;13/05/2016;EXTRANJEROS;0
201605;13/05/2016;GUIA ACOMPAÑANTE;0
201605;13/05/2016;INVITACION;0
201605;13/05/2016;JUBILADOS;0
201605;13/05/2016;MENORES;0
201605;13/05/2016;UNIV. RESIDENTES;0
201605;13/05/2016;GENERAL;181
201605;13/05/2016;RESIDENTES;258
201605;14/05/2016;DISC. ACOMPAÑANTE;0
201605;14/05/2016;DISCAPACITADOS;0
201605;14/05/2016;ESCUELAS PRIVADAS;0
201605;14/05/2016;ESCUELAS PUBLICAS;0
201605;14/05/2016;EXTRANJEROS;0
201605;14/05/2016;GUIA ACOMPAÑANTE;0
201605;14/05/2016;INVITACION;0
201605;14/05/2016;MENORES;0
201605;14/05/2016;UNIV. RESIDENTES;0
201605;14/05/2016;JUBILADOS;2
201605;14/05/2016;GENERAL;182
201605;14/05/2016;RESIDENTES;494
201605;15/05/2016;DISC. ACOMPAÑANTE;0
201605;15/05/2016;DISCAPACITADOS;0
201605;15/05/2016;ESCUELAS PRIVADAS;0
201605;15/05/2016;ESCUELAS PUBLICAS;0
201605;15/05/2016;EXTRANJEROS;0
201605;15/05/2016;GUIA ACOMPAÑANTE;0
201605;15/05/2016;INVITACION;0
201605;15/05/2016;JUBILADOS;0
201605;15/05/2016;MENORES;0
201605;15/05/2016;UNIV. RESIDENTES;0
201605;15/05/2016;GENERAL;188
201605;15/05/2016;RESIDENTES;530
201605;16/05/2016;DISC. ACOMPAÑANTE;0
201605;16/05/2016;DISCAPACITADOS;0
201605;16/05/2016;ESCUELAS PUBLICAS;0
201605;16/05/2016;EXTRANJEROS;0
201605;16/05/2016;GUIA ACOMPAÑANTE;0
201605;16/05/2016;INVITACION;0
201605;16/05/2016;MENORES;0
201605;16/05/2016;UNIV. RESIDENTES;14
201605;16/05/2016;JUBILADOS;82
201605;16/05/2016;ESCUELAS PRIVADAS;127
201605;16/05/2016;RESIDENTES;168
201605;16/05/2016;GENERAL;280
201605;17/05/2016;DISC. ACOMPAÑANTE;0
201605;17/05/2016;DISCAPACITADOS;0
201605;17/05/2016;ESCUELAS PUBLICAS;0
201605;17/05/2016;EXTRANJEROS;0
201605;17/05/2016;GUIA ACOMPAÑANTE;0
201605;17/05/2016;INVITACION;0
201605;17/05/2016;JUBILADOS;0
201605;17/05/2016;MENORES;0
201605;17/05/2016;UNIV. RESIDENTES;0
201605;17/05/2016;ESCUELAS PRIVADAS;125
201605;17/05/2016;GENERAL;196
201605;17/05/2016;RESIDENTES;269
201605;18/05/2016;DISC. ACOMPAÑANTE;0
201605;18/05/2016;DISCAPACITADOS;0
201605;18/05/2016;ESCUELAS PUBLICAS;0
201605;18/05/2016;EXTRANJEROS;0
201605;18/05/2016;GUIA ACOMPAÑANTE;0
201605;18/05/2016;INVITACION;0
201605;18/05/2016;JUBILADOS;0
201605;18/05/2016;MENORES;0
201605;18/05/2016;UNIV. RESIDENTES;0
201605;18/05/2016;ESCUELAS PRIVADAS;95
201605;18/05/2016;RESIDENTES;191
201605;18/05/2016;GENERAL;217
201605;19/05/2016;DISC. ACOMPAÑANTE;0
201605;19/05/2016;DISCAPACITADOS;0
201605;19/05/2016;ESCUELAS PUBLICAS;0
201605;19/05/2016;EXTRANJEROS;0
201605;19/05/2016;GUIA ACOMPAÑANTE;0
201605;19/05/2016;INVITACION;0
201605;19/05/2016;JUBILADOS;0
201605;19/05/2016;MENORES;0
201605;19/05/2016;UNIV. RESIDENTES;0
201605;19/05/2016;ESCUELAS PRIVADAS;160
201605;19/05/2016;RESIDENTES;178
201605;19/05/2016;GENERAL;196
201605;20/05/2016;DISC. ACOMPAÑANTE;0
201605;20/05/2016;DISCAPACITADOS;0
201605;20/05/2016;ESCUELAS PUBLICAS;0
201605;20/05/2016;EXTRANJEROS;0
201605;20/05/2016;GUIA ACOMPAÑANTE;0
201605;20/05/2016;INVITACION;0
201605;20/05/2016;MENORES;0
201605;20/05/2016;UNIV. RESIDENTES;0
201605;20/05/2016;JUBILADOS;2
201605;20/05/2016;ESCUELAS PRIVADAS;78
201605;20/05/2016;RESIDENTES;257
201605;20/05/2016;GENERAL;304
201605;21/05/2016;DISC. ACOMPAÑANTE;0
201605;21/05/2016;DISCAPACITADOS;0
201605;21/05/2016;ESCUELAS PRIVADAS;0
201605;21/05/2016;ESCUELAS PUBLICAS;0
201605;21/05/2016;EXTRANJEROS;0
201605;21/05/2016;GUIA ACOMPAÑANTE;0
201605;21/05/2016;INVITACION;0
201605;21/05/2016;MENORES;0
201605;21/05/2016;UNIV. RESIDENTES;0
201605;21/05/2016;JUBILADOS;1
201605;21/05/2016;GENERAL;276
201605;21/05/2016;RESIDENTES;549
201605;22/05/2016;DISC. ACOMPAÑANTE;0
201605;22/05/2016;DISCAPACITADOS;0
201605;22/05/2016;ESCUELAS PRIVADAS;0
201605;22/05/2016;ESCUELAS PUBLICAS;0
201605;22/05/2016;EXTRANJEROS;0
201605;22/05/2016;GUIA ACOMPAÑANTE;0
201605;22/05/2016;INVITACION;0
201605;22/05/2016;JUBILADOS;0
201605;22/05/2016;MENORES;0
201605;22/05/2016;UNIV. RESIDENTES;0
201605;22/05/2016;GENERAL;80
201605;22/05/2016;RESIDENTES;265
201605;23/05/2016;DISC. ACOMPAÑANTE;0
201605;23/05/2016;DISCAPACITADOS;0
201605;23/05/2016;ESCUELAS PUBLICAS;0
201605;23/05/2016;EXTRANJEROS;0
201605;23/05/2016;GUIA ACOMPAÑANTE;0
201605;23/05/2016;INVITACION;0
201605;23/05/2016;MENORES;0
201605;23/05/2016;JUBILADOS;73
201605;23/05/2016;UNIV. RESIDENTES;86
201605;23/05/2016;ESCUELAS PRIVADAS;139
201605;23/05/2016;RESIDENTES;226
201605;23/05/2016;GENERAL;252
201605;24/05/2016;DISC. ACOMPAÑANTE;0
201605;24/05/2016;DISCAPACITADOS;0
201605;24/05/2016;ESCUELAS PUBLICAS;0
201605;24/05/2016;EXTRANJEROS;0
201605;24/05/2016;GUIA ACOMPAÑANTE;0
201605;24/05/2016;INVITACION;0
201605;24/05/2016;JUBILADOS;0
201605;24/05/2016;MENORES;0
201605;24/05/2016;UNIV. RESIDENTES;30
201605;24/05/2016;ESCUELAS PRIVADAS;87
201605;24/05/2016;RESIDENTES;207
201605;24/05/2016;GENERAL;236
201605;25/05/2016;DISC. ACOMPAÑANTE;0
201605;25/05/2016;DISCAPACITADOS;0
201605;25/05/2016;ESCUELAS PRIVADAS;0
201605;25/05/2016;ESCUELAS PUBLICAS;0
201605;25/05/2016;EXTRANJEROS;0
201605;25/05/2016;GUIA ACOMPAÑANTE;0
201605;25/05/2016;INVITACION;0
201605;25/05/2016;JUBILADOS;0
201605;25/05/2016;MENORES;0
201605;25/05/2016;UNIV. RESIDENTES;0
201605;25/05/2016;GENERAL;224
201605;25/05/2016;RESIDENTES;462
201605;26/05/2016;DISC. ACOMPAÑANTE;0
201605;26/05/2016;DISCAPACITADOS;0
201605;26/05/2016;ESCUELAS PUBLICAS;0
201605;26/05/2016;EXTRANJEROS;0
201605;26/05/2016;GUIA ACOMPAÑANTE;0
201605;26/05/2016;INVITACION;0
201605;26/05/2016;JUBILADOS;0
201605;26/05/2016;MENORES;0
201605;26/05/2016;UNIV. RESIDENTES;0
201605;26/05/2016;ESCUELAS PRIVADAS;96
201605;26/05/2016;GENERAL;357
201605;26/05/2016;RESIDENTES;456
201605;27/05/2016;DISC. ACOMPAÑANTE;0
201605;27/05/2016;DISCAPACITADOS;0
201605;27/05/2016;ESCUELAS PUBLICAS;0
201605;27/05/2016;EXTRANJEROS;0
201605;27/05/2016;GUIA ACOMPAÑANTE;0
201605;27/05/2016;INVITACION;0
201605;27/05/2016;JUBILADOS;0
201605;27/05/2016;MENORES;0
201605;27/05/2016;UNIV. RESIDENTES;49
201605;27/05/2016;ESCUELAS PRIVADAS;98
201605;27/05/2016;RESIDENTES;287
201605;27/05/2016;GENERAL;416
201605;28/05/2016;DISC. ACOMPAÑANTE;0
201605;28/05/2016;DISCAPACITADOS;0
201605;28/05/2016;ESCUELAS PRIVADAS;0
201605;28/05/2016;ESCUELAS PUBLICAS;0
201605;28/05/2016;EXTRANJEROS;0
201605;28/05/2016;GUIA ACOMPAÑANTE;0
201605;28/05/2016;INVITACION;0
201605;28/05/2016;JUBILADOS;0
201605;28/05/2016;MENORES;0
201605;28/05/2016;UNIV. RESIDENTES;0
201605;28/05/2016;GENERAL;373
201605;28/05/2016;RESIDENTES;643
201605;29/05/2016;DISC. ACOMPAÑANTE;0
201605;29/05/2016;DISCAPACITADOS;0
201605;29/05/2016;ESCUELAS PRIVADAS;0
201605;29/05/2016;ESCUELAS PUBLICAS;0
201605;29/05/2016;EXTRANJEROS;0
201605;29/05/2016;GUIA ACOMPAÑANTE;0
201605;29/05/2016;INVITACION;0
201605;29/05/2016;MENORES;0
201605;29/05/2016;UNIV. RESIDENTES;0
201605;29/05/2016;JUBILADOS;1
201605;29/05/2016;GENERAL;325
201605;29/05/2016;RESIDENTES;582
201605;30/05/2016;DISC. ACOMPAÑANTE;0
201605;30/05/2016;DISCAPACITADOS;0
201605;30/05/2016;ESCUELAS PUBLICAS;0
201605;30/05/2016;EXTRANJEROS;0
201605;30/05/2016;GUIA ACOMPAÑANTE;0
201605;30/05/2016;INVITACION;0
201605;30/05/2016;MENORES;0
201605;30/05/2016;JUBILADOS;40
201605;30/05/2016;UNIV. RESIDENTES;65
201605;30/05/2016;RESIDENTES;154
201605;30/05/2016;ESCUELAS PRIVADAS;193
201605;30/05/2016;GENERAL;241
201605;31/05/2016;DISC. ACOMPAÑANTE;0
201605;31/05/2016;DISCAPACITADOS;0
201605;31/05/2016;ESCUELAS PUBLICAS;0
201605;31/05/2016;EXTRANJEROS;0
201605;31/05/2016;GUIA ACOMPAÑANTE;0
201605;31/05/2016;INVITACION;0
201605;31/05/2016;JUBILADOS;0
201605;31/05/2016;MENORES;0
201605;31/05/2016;UNIV. RESIDENTES;0
201605;31/05/2016;ESCUELAS PRIVADAS;75
201605;31/05/2016;RESIDENTES;106
201605;31/05/2016;GENERAL;201
201606;01/06/2016;DISC. ACOMPAÑANTE;0
201606;01/06/2016;DISCAPACITADOS;0
201606;01/06/2016;ESCUELAS PUBLICAS;0
201606;01/06/2016;EXTRANJEROS;0
201606;01/06/2016;GUIA ACOMPAÑANTE;0
201606;01/06/2016;INVITACION;0
201606;01/06/2016;MENORES;0
201606;01/06/2016;UNIV. RESIDENTES;0
201606;01/06/2016;JUBILADOS;1
201606;01/06/2016;RESIDENTES;145
201606;01/06/2016;ESCUELAS PRIVADAS;157
201606;01/06/2016;GENERAL;177
201606;02/06/2016;DISC. ACOMPAÑANTE;0
201606;02/06/2016;DISCAPACITADOS;0
201606;02/06/2016;ESCUELAS PUBLICAS;0
201606;02/06/2016;EXTRANJEROS;0
201606;02/06/2016;GUIA ACOMPAÑANTE;0
201606;02/06/2016;INVITACION;0
201606;02/06/2016;JUBILADOS;0
201606;02/06/2016;MENORES;0
201606;02/06/2016;UNIV. RESIDENTES;0
201606;02/06/2016;ESCUELAS PRIVADAS;66
201606;02/06/2016;GENERAL;194
201606;02/06/2016;RESIDENTES;348
201606;03/06/2016;DISC. ACOMPAÑANTE;0
201606;03/06/2016;DISCAPACITADOS;0
201606;03/06/2016;ESCUELAS PUBLICAS;0
201606;03/06/2016;EXTRANJEROS;0
201606;03/06/2016;GUIA ACOMPAÑANTE;0
201606;03/06/2016;INVITACION;0
201606;03/06/2016;JUBILADOS;0
201606;03/06/2016;MENORES;0
201606;03/06/2016;UNIV. RESIDENTES;0
201606;03/06/2016;ESCUELAS PRIVADAS;53
201606;03/06/2016;RESIDENTES;225
201606;03/06/2016;GENERAL;234
201606;04/06/2016;DISC. ACOMPAÑANTE;0
201606;04/06/2016;DISCAPACITADOS;0
201606;04/06/2016;ESCUELAS PRIVADAS;0
201606;04/06/2016;ESCUELAS PUBLICAS;0
201606;04/06/2016;EXTRANJEROS;0
201606;04/06/2016;GUIA ACOMPAÑANTE;0
201606;04/06/2016;INVITACION;0
201606;04/06/2016;JUBILADOS;0
201606;04/06/2016;MENORES;0
201606;04/06/2016;UNIV. RESIDENTES;0
201606;04/06/2016;GENERAL;322
201606;04/06/2016;RESIDENTES;543
201606;05/06/2016;DISC. ACOMPAÑANTE;0
201606;05/06/2016;DISCAPACITADOS;0
201606;05/06/2016;ESCUELAS PRIVADAS;0
201606;05/06/2016;ESCUELAS PUBLICAS;0
201606;05/06/2016;EXTRANJEROS;0
201606;05/06/2016;GUIA ACOMPAÑANTE;0
201606;05/06/2016;INVITACION;0
201606;05/06/2016;JUBILADOS;0
201606;05/06/2016;MENORES;0
201606;05/06/2016;UNIV. RESIDENTES;0
201606;05/06/2016;GENERAL;142
201606;05/06/2016;RESIDENTES;490
201606;06/06/2016;DISC. ACOMPAÑANTE;0
201606;06/06/2016;DISCAPACITADOS;0
201606;06/06/2016;ESCUELAS PUBLICAS;0
201606;06/06/2016;EXTRANJEROS;0
201606;06/06/2016;GUIA ACOMPAÑANTE;0
201606;06/06/2016;INVITACION;0
201606;06/06/2016;MENORES;0
201606;06/06/2016;JUBILADOS;69
201606;06/06/2016;ESCUELAS PRIVADAS;125
201606;06/06/2016;UNIV. RESIDENTES;162
201606;06/06/2016;RESIDENTES;190
201606;06/06/2016;GENERAL;244
201606;07/06/2016;DISC. ACOMPAÑANTE;0
201606;07/06/2016;DISCAPACITADOS;0
201606;07/06/2016;ESCUELAS PUBLICAS;0
201606;07/06/2016;EXTRANJEROS;0
201606;07/06/2016;GUIA ACOMPAÑANTE;0
201606;07/06/2016;INVITACION;0
201606;07/06/2016;JUBILADOS;0
201606;07/06/2016;MENORES;0
201606;07/06/2016;UNIV. RESIDENTES;0
201606;07/06/2016;ESCUELAS PRIVADAS;119
201606;07/06/2016;GENERAL;184
201606;07/06/2016;RESIDENTES;307
201606;08/06/2016;DISC. ACOMPAÑANTE;0
201606;08/06/2016;DISCAPACITADOS;0
201606;08/06/2016;ESCUELAS PUBLICAS;0
201606;08/06/2016;EXTRANJEROS;0
201606;08/06/2016;GUIA ACOMPAÑANTE;0
201606;08/06/2016;INVITACION;0
201606;08/06/2016;JUBILADOS;0
201606;08/06/2016;MENORES;0
201606;08/06/2016;UNIV. RESIDENTES;16
201606;08/06/2016;ESCUELAS PRIVADAS;122
201606;08/06/2016;GENERAL;154
201606;08/06/2016;RESIDENTES;265
201606;09/06/2016;DISC. ACOMPAÑANTE;0
201606;09/06/2016;DISCAPACITADOS;0
201606;09/06/2016;ESCUELAS PUBLICAS;0
201606;09/06/2016;EXTRANJEROS;0
201606;09/06/2016;GUIA ACOMPAÑANTE;0
201606;09/06/2016;INVITACION;0
201606;09/06/2016;JUBILADOS;0
201606;09/06/2016;MENORES;0
201606;09/06/2016;UNIV. RESIDENTES;0
201606;09/06/2016;ESCUELAS PRIVADAS;23
201606;09/06/2016;GENERAL;209
201606;09/06/2016;RESIDENTES;295
201606;10/06/2016;DISC. ACOMPAÑANTE;0
201606;10/06/2016;DISCAPACITADOS;0
201606;10/06/2016;ESCUELAS PUBLICAS;0
201606;10/06/2016;EXTRANJEROS;0
201606;10/06/2016;GUIA ACOMPAÑANTE;0
201606;10/06/2016;INVITACION;0
201606;10/06/2016;MENORES;0
201606;10/06/2016;UNIV. RESIDENTES;1
201606;10/06/2016;JUBILADOS;8
201606;10/06/2016;ESCUELAS PRIVADAS;194
201606;10/06/2016;RESIDENTES;292
201606;10/06/2016;GENERAL;384
201606;11/06/2016;DISC. ACOMPAÑANTE;0
201606;11/06/2016;DISCAPACITADOS;0
201606;11/06/2016;ESCUELAS PRIVADAS;0
201606;11/06/2016;ESCUELAS PUBLICAS;0
201606;11/06/2016;EXTRANJEROS;0
201606;11/06/2016;GUIA ACOMPAÑANTE;0
201606;11/06/2016;INVITACION;0
201606;11/06/2016;MENORES;0
201606;11/06/2016;UNIV. RESIDENTES;0
201606;11/06/2016;JUBILADOS;1
201606;11/06/2016;GENERAL;183
201606;11/06/2016;RESIDENTES;436
201606;12/06/2016;DISC. ACOMPAÑANTE;0
201606;12/06/2016;DISCAPACITADOS;0
201606;12/06/2016;ESCUELAS PRIVADAS;0
201606;12/06/2016;ESCUELAS PUBLICAS;0
201606;12/06/2016;EXTRANJEROS;0
201606;12/06/2016;GUIA ACOMPAÑANTE;0
201606;12/06/2016;INVITACION;0
201606;12/06/2016;JUBILADOS;0
201606;12/06/2016;MENORES;0
201606;12/06/2016;UNIV. RESIDENTES;0
201606;12/06/2016;GENERAL;94
201606;12/06/2016;RESIDENTES;272
201606;13/06/2016;DISC. ACOMPAÑANTE;0
201606;13/06/2016;DISCAPACITADOS;0
201606;13/06/2016;ESCUELAS PUBLICAS;0
201606;13/06/2016;EXTRANJEROS;0
201606;13/06/2016;GUIA ACOMPAÑANTE;0
201606;13/06/2016;INVITACION;0
201606;13/06/2016;MENORES;0
201606;13/06/2016;UNIV. RESIDENTES;32
201606;13/06/2016;JUBILADOS;77
201606;13/06/2016;ESCUELAS PRIVADAS;105
201606;13/06/2016;RESIDENTES;261
201606;13/06/2016;GENERAL;290
201606;14/06/2016;DISC. ACOMPAÑANTE;0
201606;14/06/2016;DISCAPACITADOS;0
201606;14/06/2016;ESCUELAS PUBLICAS;0
201606;14/06/2016;EXTRANJEROS;0
201606;14/06/2016;GUIA ACOMPAÑANTE;0
201606;14/06/2016;INVITACION;0
201606;14/06/2016;JUBILADOS;0
201606;14/06/2016;MENORES;0
201606;14/06/2016;UNIV. RESIDENTES;0
201606;14/06/2016;ESCUELAS PRIVADAS;33
201606;14/06/2016;RESIDENTES;161
201606;14/06/2016;GENERAL;251
201606;15/06/2016;DISC. ACOMPAÑANTE;0
201606;15/06/2016;DISCAPACITADOS;0
201606;15/06/2016;ESCUELAS PUBLICAS;0
201606;15/06/2016;EXTRANJEROS;0
201606;15/06/2016;GUIA ACOMPAÑANTE;0
201606;15/06/2016;INVITACION;0
201606;15/06/2016;JUBILADOS;0
201606;15/06/2016;MENORES;0
201606;15/06/2016;UNIV. RESIDENTES;0
201606;15/06/2016;GENERAL;225
201606;15/06/2016;ESCUELAS PRIVADAS;287
201606;15/06/2016;RESIDENTES;311
201606;16/06/2016;DISC. ACOMPAÑANTE;0
201606;16/06/2016;DISCAPACITADOS;0
201606;16/06/2016;ESCUELAS PUBLICAS;0
201606;16/06/2016;EXTRANJEROS;0
201606;16/06/2016;GUIA ACOMPAÑANTE;0
201606;16/06/2016;INVITACION;0
201606;16/06/2016;JUBILADOS;0
201606;16/06/2016;MENORES;0
201606;16/06/2016;UNIV. RESIDENTES;0
201606;16/06/2016;ESCUELAS PRIVADAS;101
201606;16/06/2016;RESIDENTES;192
201606;16/06/2016;GENERAL;215
201606;17/06/2016;DISC. ACOMPAÑANTE;0
201606;17/06/2016;DISCAPACITADOS;0
201606;17/06/2016;ESCUELAS PRIVADAS;0
201606;17/06/2016;ESCUELAS PUBLICAS;0
201606;17/06/2016;EXTRANJEROS;0
201606;17/06/2016;GUIA ACOMPAÑANTE;0
201606;17/06/2016;INVITACION;0
201606;17/06/2016;JUBILADOS;0
201606;17/06/2016;MENORES;0
201606;17/06/2016;UNIV. RESIDENTES;0
201606;17/06/2016;GENERAL;210
201606;17/06/2016;RESIDENTES;582
201606;18/06/2016;DISC. ACOMPAÑANTE;0
201606;18/06/2016;DISCAPACITADOS;0
201606;18/06/2016;ESCUELAS PRIVADAS;0
201606;18/06/2016;ESCUELAS PUBLICAS;0
201606;18/06/2016;EXTRANJEROS;0
201606;18/06/2016;GUIA ACOMPAÑANTE;0
201606;18/06/2016;INVITACION;0
201606;18/06/2016;JUBILADOS;0
201606;18/06/2016;MENORES;0
201606;18/06/2016;UNIV. RESIDENTES;0
201606;18/06/2016;GENERAL;125
201606;18/06/2016;RESIDENTES;887
201606;19/06/2016;DISC. ACOMPAÑANTE;0
201606;19/06/2016;DISCAPACITADOS;0
201606;19/06/2016;ESCUELAS PRIVADAS;0
201606;19/06/2016;ESCUELAS PUBLICAS;0
201606;19/06/2016;EXTRANJEROS;0
201606;19/06/2016;GUIA ACOMPAÑANTE;0
201606;19/06/2016;INVITACION;0
201606;19/06/2016;JUBILADOS;0
201606;19/06/2016;MENORES;0
201606;19/06/2016;UNIV. RESIDENTES;0
201606;19/06/2016;GENERAL;99
201606;19/06/2016;RESIDENTES;878
201606;20/06/2016;DISC. ACOMPAÑANTE;0
201606;20/06/2016;DISCAPACITADOS;0
201606;20/06/2016;ESCUELAS PRIVADAS;0
201606;20/06/2016;ESCUELAS PUBLICAS;0
201606;20/06/2016;EXTRANJEROS;0
201606;20/06/2016;GUIA ACOMPAÑANTE;0
201606;20/06/2016;INVITACION;0
201606;20/06/2016;MENORES;0
201606;20/06/2016;UNIV. RESIDENTES;20
201606;20/06/2016;JUBILADOS;91
201606;20/06/2016;GENERAL;189
201606;20/06/2016;RESIDENTES;576
201606;21/06/2016;DISC. ACOMPAÑANTE;0
201606;21/06/2016;DISCAPACITADOS;0
201606;21/06/2016;ESCUELAS PUBLICAS;0
201606;21/06/2016;EXTRANJEROS;0
201606;21/06/2016;GUIA ACOMPAÑANTE;0
201606;21/06/2016;INVITACION;0
201606;21/06/2016;JUBILADOS;0
201606;21/06/2016;MENORES;0
201606;21/06/2016;UNIV. RESIDENTES;0
201606;21/06/2016;ESCUELAS PRIVADAS;68
201606;21/06/2016;RESIDENTES;168
201606;21/06/2016;GENERAL;291
201606;22/06/2016;DISC. ACOMPAÑANTE;0
201606;22/06/2016;DISCAPACITADOS;0
201606;22/06/2016;ESCUELAS PRIVADAS;0
201606;22/06/2016;ESCUELAS PUBLICAS;0
201606;22/06/2016;EXTRANJEROS;0
201606;22/06/2016;GUIA ACOMPAÑANTE;0
201606;22/06/2016;INVITACION;0
201606;22/06/2016;JUBILADOS;0
201606;22/06/2016;MENORES;0
201606;22/06/2016;UNIV. RESIDENTES;0
201606;22/06/2016;GENERAL;145
201606;22/06/2016;RESIDENTES;309
201606;23/06/2016;DISC. ACOMPAÑANTE;0
201606;23/06/2016;DISCAPACITADOS;0
201606;23/06/2016;ESCUELAS PUBLICAS;0
201606;23/06/2016;EXTRANJEROS;0
201606;23/06/2016;GUIA ACOMPAÑANTE;0
201606;23/06/2016;INVITACION;0
201606;23/06/2016;MENORES;0
201606;23/06/2016;UNIV. RESIDENTES;0
201606;23/06/2016;JUBILADOS;10
201606;23/06/2016;ESCUELAS PRIVADAS;143
201606;23/06/2016;GENERAL;198
201606;23/06/2016;RESIDENTES;210
201606;24/06/2016;DISC. ACOMPAÑANTE;0
201606;24/06/2016;DISCAPACITADOS;0
201606;24/06/2016;ESCUELAS PUBLICAS;0
201606;24/06/2016;EXTRANJEROS;0
201606;24/06/2016;GUIA ACOMPAÑANTE;0
201606;24/06/2016;INVITACION;0
201606;24/06/2016;JUBILADOS;0
201606;24/06/2016;MENORES;0
201606;24/06/2016;UNIV. RESIDENTES;0
201606;24/06/2016;ESCUELAS PRIVADAS;87
201606;24/06/2016;GENERAL;182
201606;24/06/2016;RESIDENTES;215
201606;25/06/2016;DISC. ACOMPAÑANTE;0
201606;25/06/2016;DISCAPACITADOS;0
201606;25/06/2016;ESCUELAS PRIVADAS;0
201606;25/06/2016;ESCUELAS PUBLICAS;0
201606;25/06/2016;EXTRANJEROS;0
201606;25/06/2016;GUIA ACOMPAÑANTE;0
201606;25/06/2016;INVITACION;0
201606;25/06/2016;JUBILADOS;0
201606;25/06/2016;MENORES;0
201606;25/06/2016;UNIV. RESIDENTES;0
201606;25/06/2016;GENERAL;271
201606;25/06/2016;RESIDENTES;382
201606;26/06/2016;DISC. ACOMPAÑANTE;0
201606;26/06/2016;DISCAPACITADOS;0
201606;26/06/2016;ESCUELAS PRIVADAS;0
201606;26/06/2016;ESCUELAS PUBLICAS;0
201606;26/06/2016;EXTRANJEROS;0
201606;26/06/2016;GUIA ACOMPAÑANTE;0
201606;26/06/2016;INVITACION;0
201606;26/06/2016;JUBILADOS;0
201606;26/06/2016;MENORES;0
201606;26/06/2016;UNIV. RESIDENTES;0
201606;26/06/2016;GENERAL;156
201606;26/06/2016;RESIDENTES;399
201606;27/06/2016;DISC. ACOMPAÑANTE;0
201606;27/06/2016;DISCAPACITADOS;0
201606;27/06/2016;ESCUELAS PUBLICAS;0
201606;27/06/2016;EXTRANJEROS;0
201606;27/06/2016;GUIA ACOMPAÑANTE;0
201606;27/06/2016;INVITACION;0
201606;27/06/2016;MENORES;0
201606;27/06/2016;UNIV. RESIDENTES;15
201606;27/06/2016;JUBILADOS;47
201606;27/06/2016;ESCUELAS PRIVADAS;85
201606;27/06/2016;RESIDENTES;225
201606;27/06/2016;GENERAL;413
201606;28/06/2016;DISC. ACOMPAÑANTE;0
201606;28/06/2016;DISCAPACITADOS;0
201606;28/06/2016;ESCUELAS PUBLICAS;0
201606;28/06/2016;EXTRANJEROS;0
201606;28/06/2016;GUIA ACOMPAÑANTE;0
201606;28/06/2016;INVITACION;0
201606;28/06/2016;JUBILADOS;0
201606;28/06/2016;MENORES;0
201606;28/06/2016;UNIV. RESIDENTES;0
201606;28/06/2016;RESIDENTES;168
201606;28/06/2016;ESCUELAS PRIVADAS;202
201606;28/06/2016;GENERAL;273
201606;29/06/2016;DISC. ACOMPAÑANTE;0
201606;29/06/2016;DISCAPACITADOS;0
201606;29/06/2016;ESCUELAS PUBLICAS;0
201606;29/06/2016;EXTRANJEROS;0
201606;29/06/2016;GUIA ACOMPAÑANTE;0
201606;29/06/2016;INVITACION;0
201606;29/06/2016;JUBILADOS;0
201606;29/06/2016;MENORES;0
201606;29/06/2016;UNIV. RESIDENTES;0
201606;29/06/2016;ESCUELAS PRIVADAS;88
201606;29/06/2016;GENERAL;172
201606;29/06/2016;RESIDENTES;241
201606;30/06/2016;DISC. ACOMPAÑANTE;0
201606;30/06/2016;DISCAPACITADOS;0
