WKT,ID,CODIGO,NOMOFICIAL,ALT_IZQINI,ALT_IZQFIN,ALT_DERINI,ALT_DERFIN,NOMANTER,TIPO_C,LONG,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,TIPO_FFCC,METROBUS
"LINESTRING (-58.3812800593008 -34.6096418448857,-58.3813106234449 -34.6090459984862)",11545,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,66.91,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3811968655354 -34.6107798575812,-58.3811930654939 -34.6107153469149,-58.3812800593008 -34.6096418448857)",11861,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,127.87,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3811110150615 -34.6118706155079,-58.3811832350447 -34.6109193086731,-58.3811968655354 -34.6107798575812)",12170,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,121.83,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.381382263111 -34.6028816214329,-58.3817111290294 -34.6025532076001)",28916,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,47.30,,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3808144439046 -34.6197506128864,-58.3808540572395 -34.6188767140538)",0,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,97.01,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3808540572395 -34.6188767140538,-58.3808827691278 -34.6178904773706)",0,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,109.44,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3808827691278 -34.6178904773706,-58.3809449927938 -34.6166794883139)",0,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,134.46,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3809449927938 -34.6166794883139,-58.3809905284027 -34.6155097729598)",0,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,129.83,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3809905284027 -34.6155097729598,-58.381030356945 -34.6145006069406)",0,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,112.01,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.381030356945 -34.6145006069406,-58.3810424601935 -34.6134730732241)",0,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,113.99,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3810424601935 -34.6134730732241,-58.3810383440992 -34.6122750746497,-58.3811110150615 -34.6118706155079)",0,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,178.26,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3818281507985 -34.600271861042,-58.3818550522952 -34.5994274672618,-58.3818950222302 -34.5982531573038,-58.3820015194344 -34.5971201763966,-58.3821303401802 -34.595845005054,-58.3821792579269 -34.5954251836044)",0,14029,9 DE JULIO AV.,0,0,0,0,,AVENIDA,538.83,Eje Medio de Metrobus,AV. 9 DE JULIO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.4384180869404 -34.6554916712301,-58.4385031247466 -34.6555492954511)",24238,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,CRUZ,AVENIDA,10.08,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
