X;Y;ID;TIPO;CALLE_AUTO;ALTURA;KM;INTERSECCI;VELOCIDAD;DIRECCION_;CALLE_NORM;INTERSEC_1;CODIGO_POS;CODIGO_P_1;LAT_WGS84;LONG_WGS84;BARRIO;COMUNA
-58.4006653589428;-34.6235041607934;159;CINEMOMETRO FIJO MULTICARRIL;AV. SAN JUAN (DESCENDENTE);2507;;;60;SAN JUAN AV. 2507;SAN JUAN AV.;;1232;C1232AAH;-34.62350416000000300;-58.40066535999999800;SAN CRISTOBAL;COMUNA 3
-58.460883748939;-34.6897117007906;160;CINEMOMETRO FIJO MULTICARRIL;AV. CORONEL ROCA;5880;;;30;ROCA, CNEL. AV. 5880;ROCA, CNEL. AV.;;1439;C1439DVV;-34.68971169999999700;-58.46088375000000100;VILLA RIACHUELO;COMUNA 8
-58.3947644389437;-34.624285870793;161;CINEMOMETRO FIJO MULTICARRIL;AU. 25 DE MAYO (ASCENDENTE) CENTRO;0;Km 7,0;;80;;;;;;-34.62428587000000100;-58.39476444000000300;SAN CRISTOBAL;COMUNA 3
-58.3927776489439;-34.6238985807929;162;CINEMOMETRO FIJO MULTICARRIL;AU. 25 DE MAYO (DESCENDENTE) PROVIN.;0;Km 7,2;;80;;;;;;-34.62389858000000200;-58.39277764999999900;SAN CRISTOBAL;COMUNA 3
-58.4264011014803;-34.6288642210055;163;CINEMOMETRO FIJO MULTICARRIL;AU. 25 DE MAYO (ASCENDENTE) CENTRO;0;Km 4,1;;80;;;;;;-34.62892955000000200;-58.42636155000000300;PARQUE CHACABUCO;COMUNA 7
-58.4134655789413;-34.6269605607939;164;CINEMOMETRO FIJO MULTICARRIL;AU. 25 DE MAYO (DESCENDENTE) PROVIN.;0;Km 5,3;;80;;;;;;-34.62696056000000100;-58.41346558000000000;BOEDO;COMUNA 5
-58.4616596189283;-34.5361150408063;165;CINEMOMETRO FIJO MULTICARRIL;AV. LEOPOLDO LUGONES (DESCENDENTE);0;Km 9,8;;100;;;;;;-34.53611503999999900;-58.46165961999999900;NUÑEZ;COMUNA 13
-58.4616596189283;-34.5361150408063;166;CINEMOMETRO FIJO MULTICARRIL;AV. LEOPOLDO LUGONES (DESCENDENTE);0;Km 9,8;;100;;;;;;-34.53611503999999900;-58.46165961999999900;NUÑEZ;COMUNA 13
-58.3936026589441;-34.6274293407926;167;CINEMOMETRO FIJO MULTICARRIL;AV. JUAN DE GARAY;2031;;;60;GARAY, JUAN DE AV. 2031;GARAY, JUAN DE AV.;;1256;C1256AAC;-34.62742933999999900;-58.39360265999999900;SAN CRISTOBAL;COMUNA 3
-58.4147300089375;-34.5745910307993;168;CINEMOMETRO FIJO MULTICARRIL;AV. SARMIENTO (DESCENDENTE);3480;;;60;SARMIENTO AV. 3480;SARMIENTO AV.;;1425;C1425FGV;-34.57459103000000100;-58.41473001000000000;PALERMO;COMUNA 14
-58.4373874889326;-34.5490947908034;169;CINEMOMETRO FIJO MULTICARRIL;AV. LEOPOLDO LUGONES (DESCENDENTE);0;Km 7,6;;100;;;;;;-34.54909478999999800;-58.43738748999999900;BELGRANO;COMUNA 13
-58.4373874889326;-34.5490947908034;170;CINEMOMETRO FIJO MULTICARRIL;AV. LEOPOLDO LUGONES (DESCENDENTE);0;Km 7,6;;100;;;;;;-34.54909478999999800;-58.43738748999999900;BELGRANO;COMUNA 13
-58.5249752290094;-34.6360663980382;171;CINEMOMETRO FIJO MULTICARRIL;AU. PERITO MORENO;0;Km 0,5;;100;;;;;;-34.63558850999999800;-58.52616125000000100;LINIERS;COMUNA 9
-58.4793283989356;-34.677669400793;172;CINEMOMETRO FIJO MULTICARRIL;AU. DELLEPIANE (ASCENDENTE);0;Km 1,15;;100;;;;;;-34.67766939999999900;-58.47932840000000000;VILLA LUGANO;COMUNA 8
-58.4789533989356;-34.677599400793;173;CINEMOMETRO FIJO MULTICARRIL;AU. DELLEPIANE (DESCENDENTE);0;Km 1,15;;100;;;;;;-34.67759939999999800;-58.47895340000000200;VILLA LUGANO;COMUNA 8
-58.4746107689356;-34.6687468007936;174;CINEMOMETRO FIJO MULTICARRIL;AU. DELLEPIANE (ASCENDENTE);0;Km 2,3;;100;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. Y MIRALLA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;MIRALLA;;;-34.66874680000000100;-58.47461076999999800;VILLA LUGANO;COMUNA 8
-58.4746107689356;-34.6687468007936;175;CINEMOMETRO FIJO MULTICARRIL;AU. DELLEPIANE (DESCENDENTE);0;Km 2,3;;100;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. Y MIRALLA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;MIRALLA;;;-34.66874680000000100;-58.47461076999999800;VILLA LUGANO;COMUNA 8
-58.526868238926;-34.6350885208004;176;CINEMOMETRO FIJO MULTICARRIL;AU. PERITO MORENO (DESCENDENTE);0;Km 0,3;;100;;;;;;-34.63508851999999600;-58.52686823999999900;LINIERS;COMUNA 9
-58.4168012489364;-34.5623408508007;177;CINEMOMETRO FIJO MULTICARRIL;AV. LEOPOLDO LUGONES (DESCENDENTE);0;Km 4,9;;100;LUGONES, LEOPOLDO AV. Y DORREGO AV.;LUGONES, LEOPOLDO AV.;DORREGO AV.;;;-34.56234084999999800;-58.41680124999999900;PALERMO;COMUNA 14
-58.4168012489364;-34.5623408508007;178;CINEMOMETRO FIJO MULTICARRIL;AV. LEOPOLDO LUGONES (DESCENDENTE);0;Km 4,9;;100;LUGONES, LEOPOLDO AV. Y DORREGO AV.;LUGONES, LEOPOLDO AV.;DORREGO AV.;;;-34.56234084999999800;-58.41680124999999900;PALERMO;COMUNA 14
-58.4383433689324;-34.5482667608035;179;CINEMOMETRO FIJO MULTICARRIL;AV. INTENDENTE CANTILO (ASCENDENTE);0;Km 7,55;;100;;;;;;-34.54826675999999700;-58.43834336999999800;BELGRANO;COMUNA 13
-58.3796296584277;-34.6261678344162;181;CINEMOMETRO FIJO MULTICARRIL;AU. ARTURO FRONDIZI (ASCENDENTE);0;Km 3,0;;100;;;;;;-34.64403382999999800;-58.37552616000000000;CONSTITUCION;COMUNA 1
-58.3775129989468;-34.6347374707908;182;CINEMOMETRO FIJO MULTICARRIL;AU. ARTURO FRONDIZI (DESCENDENTE);0;Km 2,0;;100;;;;;;-34.63473746999999700;-58.37751300000000000;BARRACAS;COMUNA 4
-58.3735210364524;-34.6494988734878;183;CINEMOMETRO FIJO MULTICARRIL;AU. ARTURO FRONDIZI (ASCENDENTE);0;Km 0,5;;100;;;;;;-34.62290279999999900;-58.38069783000000300;BARRACAS;COMUNA 4
-58.4837761389328;-34.6463960307964;184;CINEMOMETRO FIJO MULTICARRIL;AU. PERITO MORENO (ACENDENTE);0;Km 4,9;;60;;;;;;-34.64639602999999800;-58.48377614000000300;PARQUE AVELLANEDA;COMUNA 9
-58.4451701989323;-34.5600636808027;185;CINEMOMETRO FIJO MULTICARRIL;AV. DEL LIBERTADOR (DESCENDENTE);5666;;;60;DEL LIBERTADOR AV. 5666;DEL LIBERTADOR AV.;;1426;C1426BXR;-34.56006367999999900;-58.44517020000000000;BELGRANO;COMUNA 13
-58.4419915889329;-34.5620530908024;186;CINEMOMETRO FIJO MULTICARRIL;AV. DEL LIBERTADOR (ASCENDENTE);5275;;;60;DEL LIBERTADOR AV. 5275;DEL LIBERTADOR AV.;;1426;C1426BXA;-34.56205308999999900;-58.44199159000000100;BELGRANO;COMUNA 13
-58.4492607389305;-34.5426669108048;187;CINEMOMETRO FIJO MULTICARRIL;AV. LEOPOLDO LUGONES (DESCENDENTE);0;Km 8,7;;100;;;;;;-34.54266691000000100;-58.44926074000000000;BELGRANO;COMUNA 13
-58.4200950489361;-34.5654127608006;189;CINEMOMETRO FIJO MULTICARRIL;AV. DORREGO;3700;;;60;DORREGO AV. 3700;DORREGO AV.;;1425;C1425GBN;-34.56541276000000100;-58.42009505000000000;PALERMO;COMUNA 14
-58.4284905789373;-34.5987447507978;191;CINEMOMETRO FIJO MULTICARRIL;AV. ESTADO DE ISRAEL;4460;;;60;ESTADO DE ISRAEL AV. 4460;ESTADO DE ISRAEL AV.;;1185;C1185AAQ;-34.59874475000000200;-58.42849058000000200;ALMAGRO;COMUNA 5
-58.4807382789329;-34.6419001207967;192;CINEMOMETRO FIJO MULTICARRIL;AV. DIRECTORIO (DESCENDENTE);4085;;;60;DIRECTORIO AV. 4085;DIRECTORIO AV.;;1407;C1407HGA;-34.64190012000000300;-58.48073827999999700;PARQUE AVELLANEDA;COMUNA 9
-58.4867736489263;-34.5578992608057;193;CINEMOMETRO FIJO MULTICARRIL;DONADO;3660;;;60;DONADO 3660;DONADO;;1430;C1430DSV;-34.55789925999999900;-58.48677365000000300;SAAVEDRA;COMUNA 12
-58.4971071889246;-34.5543682208067;194;CINEMOMETRO FIJO MULTICARRIL;AV. DR. RICARDO BALBIN;4640;;;60;BALBIN, RICARDO, DR. AV. 4640;BALBIN, RICARDO, DR. AV.;;1430;C1430ABR;-34.55436822000000100;-58.49710719000000100;SAAVEDRA;COMUNA 12
-58.3799076397965;-34.6228657128992;102;CINEMOMETRO FIJO;AU. 25 DE MAYO (C 3 DESCENDENTE);0;Km. 8,4;;80;;;;;;;;CONSTITUCION;COMUNA 1
-58.3799076397965;-34.6228657128992;103;CINEMOMETRO FIJO;AU. 25 DE MAYO (C 2 DESCENDENTE);0;Km. 8,4;;80;;;;;;;;CONSTITUCION;COMUNA 1
-58.3799076397965;-34.6228657128992;104;CINEMOMETRO FIJO;AU. 25 DE MAYO (C 3 ASCENDENTE);0;Km. 8,4;;80;;;;;;;;CONSTITUCION;COMUNA 1
-58.3799076397965;-34.6228657128992;105;CINEMOMETRO FIJO;AU. 25 DE MAYO (C 2 ASCENDENTE);0;Km. 8,4;;80;;;;;;;;CONSTITUCION;COMUNA 1
-58.4277738803865;-34.6290380657996;150;CINEMOMETRO FIJO MULTICARRIL DE PESADOS;AU. 25 DE MAYO (CARRILES 1 Y 2) CENTRO;0;Km 4,0;;0;;;;;;;;PARQUE CHACABUCO;COMUNA 7
-58.4134277802249;-34.6270728671915;149;CINEMOMETRO FIJO MULTICARRIL DE PESADOS;AU. 25 DE MAYO (CARRILES 1 Y 2) PROVIN.;0;Km 5,3;;0;;;;;;;;BOEDO;COMUNA 5
-58.3760024383129;-34.6424257796694;180;CINEMOMETRO FIJO MULTICARRIL;AU. ARTURO FRONDIZI (DESCENDENTE);0;Km 1,3;;100;;;;;;;;BARRACAS;COMUNA 4
-58.5249752290094;-34.6360663980382;141;CINEMOMETRO FIJO;AU. PERITO MORENO (SENTIDO CENTRO);0;Km 0,5;;0;;;;;;-34.63558850999999800;-58.52616125000000100;LINIERS;COMUNA 9
-58.4871362787842;-34.644908393709;81;CINEMOMETRO FIJO;AU. P. MORENO (A PROV.  C4);0;Km 4,5;;0;;;;;;;;PARQUE AVELLANEDA;COMUNA 9
-58.4871255237786;-34.6449157171893;80;CINEMOMETRO FIJO;AU. P. MORENO (A PROV. C3);0;Km 4,5;;0;;;;;;;;PARQUE AVELLANEDA;COMUNA 9
-58.4881333344888;-34.6442675738087;151;CINEMOMETRO FIJO MULTICARRIL DE PESADOS;AU. P. MORENO (CARRILES 1 Y 2) CENTRO;0;Km 4,3;;0;;;;;;;;PARQUE AVELLANEDA;COMUNA 9
-58.4682837920368;-34.6533704491316;70;CINEMOMETRO FIJO;AU. DELLEPIANE (AL CENTRO C2);0;Km 3,9;;0;;;;;;;;PARQUE AVELLANEDA;COMUNA 9
-58.4682837920368;-34.6533704491316;76;CINEMOMETRO FIJO;AU. DELLEPIANE (A PROV. C3);0;Km 3,9;;0;;;;;;;;PARQUE AVELLANEDA;COMUNA 9
-58.4683019417328;-34.6533704482991;97;CINEMOMETRO FIJO;AU. DELLEPIANE (AL CENTRO C3);0;Km 3,9;;0;;;;;;;;PARQUE AVELLANEDA;COMUNA 9
-58.4682837920368;-34.6533704491316;142;CINEMOMETRO FIJO MULTICARRIL;AU. DELLEPIANE(CARRILES 3 Y 2) AL CENTRO;0;Km 3,9;;0;;;;;;;;PARQUE AVELLANEDA;COMUNA 9
-58.3828807776231;-34.5818955657247;86;CINEMOMETRO FIJO;AU. ILLIA (A PROV. C3);0;Km. 1,2;;0;;;;;;;;RETIRO;COMUNA 1
-58.3828807776231;-34.5818955657247;75;CINEMOMETRO FIJO;AU. ILLIA (A PROV. C2);0;Km. 1,2;;0;;;;;;;;RETIRO;COMUNA 1
-58.3828829532298;-34.5818937691739;93;CINEMOMETRO FIJO;AU. ILLIA (AL CENTRO C3);0;Km. 1,2;;0;;;;;;;;RETIRO;COMUNA 1
-58.3828829532298;-34.5818937691739;94;CINEMOMETRO FIJO;AU. ILLIA (AL CENTRO C2);0;Km. 1,2;;0;;;;;;;;RETIRO;COMUNA 1
-58.4068582632119;-34.5677802596411;98;CINEMOMETRO FIJO;AU. ILLIA (A PROV. C3);0;Km. 3,9;;100;;;;;;;;PALERMO;COMUNA 14
-58.4068582632119;-34.5677802596411;99;CINEMOMETRO FIJO;AU. ILLIA (A PROV. C4);0;Km. 3,9;;100;;;;;;;;PALERMO;COMUNA 14
-58.433181543839;-34.5508478897692;100;CINEMOMETRO FIJO;AU. ILLIA (A PROV. C1);0;Km. 6,9;;100;;;;;;;;BELGRANO;COMUNA 13
-58.4331815551143;-34.5508159616755;101;CINEMOMETRO FIJO;AU. ILLIA (A PROV. C2);0;Km. 6,9;;100;;;;;;;;BELGRANO;COMUNA 13
-58.4600984395313;-34.5782883858376;40;DETECCION DE VIOLACION DE LUZ ROJA;ELCANO AV. Y ALVAREZ THOMAS AV.;0;;;0;ELCANO AV. y ALVAREZ THOMAS AV.;;;;;;;COLEGIALES;COMUNA 13
-58.4476619680294;-34.5427406536168;152;CINEMOMETRO FIJO MULTICARRIL DE PESADOS;AV. CANTILO (CARRILES 1 Y 2);0;Km 8,5;;0;;;;;;;;BELGRANO;COMUNA 13
-58.4492611404781;-34.5426653319066;82;CINEMOMETRO FIJO;AU. LUGONES C4;0;Km 8,7;;0;;;;;;;;BELGRANO;COMUNA 13
-58.4492611404781;-34.5426653319066;89;CINEMOMETRO FIJO;AU. LUGONES C5;0;Km 8,7;;0;;;;;;;;BELGRANO;COMUNA 13
-58.449499107821;-34.5417189525521;91;CINEMOMETRO FIJO;AV. INTENDENTE CANTILO C4;0;Km 8,7;;0;;;;;;;;BELGRANO;COMUNA 13
-58.449499107821;-34.5417189525521;188;CINEMOMETRO FIJO MULTICARRIL;AV. INTENDENTE CANTILO;0;Km 8,7;;0;;;;;;;;BELGRANO;COMUNA 13
-58.5300801406681;-34.6310856657734;143;CINEMOMETRO FIJO MULTICARRIL;AV. GRAL. PAZ (CARRILES 3 Y 4) RIO LA PLATA;0;Km.13,0;;0;;;;;;;;VERSALLES;COMUNA 10
-58.5300361590093;-34.6318974160476;144;CINEMOMETRO FIJO MULTICARRIL;AV. GRAL. PAZ (CARRILES 3 Y 4) RIACHUELO;0;Km.13,1;;0;;;;;;;;VERSALLES;COMUNA 10
-58.5099863943801;-34.6682028169629;145;CINEMOMETRO FIJO MULTICARRIL;AV. GRAL. PAZ (CARRILES 3 Y 2) RIO LA PLATA;0;Km.17,8;;0;;;;;;;;MATADEROS;COMUNA 9
-58.5099863943801;-34.6682028169629;146;CINEMOMETRO FIJO MULTICARRIL;AV. GRAL. PAZ (CARRILES 3 Y 2) RIACHUELO;0;Km.17,8;;0;;;;;;;;MATADEROS;COMUNA 9
-58.4716599692332;-34.6970188140162;147;CINEMOMETRO FIJO MULTICARRIL;AV. GRAL. PAZ (CARRILES 3 Y 4) RIO LA PLATA;0;Km.22,5;;0;;;;;;;;VILLA RIACHUELO;COMUNA 8
-58.4716838588355;-34.6970188122575;148;CINEMOMETRO FIJO MULTICARRIL;AV. GRAL. PAZ (CARRILES 3 Y 4) RIO LA PLATA;0;Km.22,5;;0;;;;;;;;VILLA RIACHUELO;COMUNA 8
-58.4639037100009;-34.6469997534246;190;CINEMOMETRO FIJO MULTICARRIL;AU1-AU6 RAMAL DE TRANSICION;0;Km 0,1;;0;;;;;;;;PARQUE AVELLANEDA;COMUNA 9
-58.4644874033043;-34.5886386336003;111;CINEMOMETRO FIJO;AV. ELCANO (ASCENDENTE) ENTRE GIRARDOT E ITURRI;0;;;0;;;;;;;;CHACARITA;COMUNA 15
-58.4533420045037;-34.5655867949062;195;DETECCION DE VIOLACION DE LUZ ROJA;AV. CABILDO Y JOSE HERNANDEZ;0;;;0;CABILDO AV. Y JOSE HERNANDEZ;;;;;;;BELGRANO;COMUNA 13
-58.4681697620871;-34.5489566493262;196;DETECCION DE VIOLACION DE LUZ ROJA;AV. CABILDO Y CRISOLOGO LARRALDE;0;;;0;AV. CABILDO Y CRISOLOGO LARRALDE;;;;;;;BELGRANO;COMUNA 13
-58.4599340869083;-34.5582870449036;197;DETECCION DE VIOLACION DE LUZ ROJA;AV. CABILDO Y MONROE;0;;;0;AV. CABILDO Y MONROE;;;;;;;BELGRANO;COMUNA 13
-58.494338889082;-34.5950258830739;198;DETECCION DE VIOLACION DE LUZ ROJA;AV. FRANCISCO BEIRO Y AV. NAZCA;0;;;0;AV. FRANCISCO BEIRO Y AV. NAZCA;BEIRO, FRANCISCO;NAZCA AV.;;;;;AGRONOMIA;COMUNA 15
-58.3764809672033;-34.6400583590043;199;CINEMOMETRO FIJO MULTICARRIL;AU. ARTURO FRONDIZI (DESCENDENTE);0;KM 1,4;;100;;;;;;;;BARRACAS;COMUNA 4
-58.4605695100508;-34.5783349513874;200;DETECCION DE VIOLACION DE LUZ ROJA;ALVAREZ THOMAS Y AV. ELCANO;0;;;0;ALVAREZ THOMAS Y AV. ELCANO;ALVAREZ THOMAS AV.;ELCANO AV.;;;;;COLEGIALES;COMUNA 15
-58.4015392416836;-34.5820576657319;201;DETECCION DE VIOLACION DE LUZ ROJA;AV. DEL LIBERTADOR Y SANCHEZ DE BUSTAMANTE;0;;;0;DEL LIBERTADOR AV.  Y SANCHEZ DE BUSTAMANTE;DEL LIBERTADOR AV.;SANCHEZ DE BUSTAMANTE;;;;;PALERMO;COMUNA 14
-58.3753992667335;-34.5926583650016;202;DETECCION DE VIOLACION DE LUZ ROJA;AV. DEL LIBERTADOR Y RAMOS MEJIA;0;;;0;DEL LIBERTADOR AV.  Y RAMOS MEJIA;DEL LIBERTADOR AV.;RAMOS MEJIA;;;;;RETIRO;COMUNA 1
-58.4678439139764;-34.6113060345501;203;DETECCION DE VIOLACION DE LUZ ROJA;AV. JUAN B. JUSTO Y BOYACA;0;;;0;JUAN B. JUSTO AV. Y BOYACA;JUAN B. JUSTO AV.;BOYACA;;;;;ViILLA GRAL. MITRE;COMUNA 11
-58.459422910678;-34.6138802592982;204;DETECCION DE VIOLACION DE LUZ ROJA;AV. GAONA Y DONATO ALVAREZ;0;;;0;GAONA AV. Y  ALVAREZ, DONATO, TTE. GRAL.;GAONA AV.;DONATO ALVAREZ;;;;;CABALLITO;COMUNA 6
-58.4711173432036;-34.627425384635;205;DETECCION DE VIOLACION DE LUZ ROJA;AV. NAZCA Y BOGOTA;0;;;0;AV. NAZCA Y BOGOTA;AV. NAZCA;BOGOTA;;;;;FLORES;COMUNA 7
