PERIODO;ORIGENFECHA;ORIGENESTACIONID;ORIGENNOMBRE;DESTINOFECHA;DESTINOESTACIONID;DESTINONOMBRE;TIEMPOUSO
2010;09/12/2010 19:04;5;ADUANA;09/12/2010 19:30;6;DERECHO;26
2010;09/12/2010 19:00;5;ADUANA;09/12/2010 19:20;3;RETIRO;20
2010;09/12/2010 18:56;5;ADUANA;09/12/2010 19:19;3;RETIRO;23
2010;09/12/2010 18:47;3;RETIRO;09/12/2010 18:58;6;DERECHO;10
2010;09/12/2010 18:46;3;RETIRO;09/12/2010 18:57;6;DERECHO;11
2010;09/12/2010 18:29;5;ADUANA;09/12/2010 18:44;3;RETIRO;14
2010;09/12/2010 18:28;5;ADUANA;09/12/2010 18:40;3;RETIRO;11
2010;09/12/2010 18:24;5;ADUANA;09/12/2010 18:52;6;DERECHO;28
2010;09/12/2010 18:23;5;ADUANA;09/12/2010 18:24;5;ADUANA;2
2010;09/12/2010 18:21;5;ADUANA;09/12/2010 18:49;3;RETIRO;28
2010;09/12/2010 18:21;5;ADUANA;09/12/2010 18:45;3;RETIRO;23
2010;09/12/2010 18:18;6;DERECHO;09/12/2010 18:30;3;RETIRO;12
2010;09/12/2010 18:18;5;ADUANA;09/12/2010 18:34;3;RETIRO;16
2010;09/12/2010 18:18;6;DERECHO;09/12/2010 18:29;3;RETIRO;11
2010;09/12/2010 18:13;6;DERECHO;09/12/2010 19:14;6;DERECHO;61
2010;09/12/2010 18:10;5;ADUANA;09/12/2010 18:24;3;RETIRO;14
2010;09/12/2010 18:07;5;ADUANA;09/12/2010 18:17;3;RETIRO;9
2010;09/12/2010 17:56;3;RETIRO;09/12/2010 18:10;6;DERECHO;14
2010;09/12/2010 17:50;5;ADUANA;09/12/2010 18:11;3;RETIRO;20
2010;09/12/2010 17:44;6;DERECHO;09/12/2010 17:58;3;RETIRO;14
2010;09/12/2010 17:38;6;DERECHO;09/12/2010 19:05;6;DERECHO;86
2010;09/12/2010 17:30;5;ADUANA;09/12/2010 17:53;3;RETIRO;23
2010;09/12/2010 17:11;5;ADUANA;09/12/2010 18:56;3;RETIRO;105
2010;09/12/2010 17:04;5;ADUANA;09/12/2010 17:20;3;RETIRO;16
2010;09/12/2010 16:49;5;ADUANA;09/12/2010 16:50;5;ADUANA;1
2010;09/12/2010 16:48;5;ADUANA;09/12/2010 17:10;3;RETIRO;23
2010;09/12/2010 16:46;5;ADUANA;09/12/2010 18:32;6;DERECHO;106
2010;09/12/2010 16:45;5;ADUANA;09/12/2010 18:32;6;DERECHO;107
2010;09/12/2010 16:30;6;DERECHO;09/12/2010 17:30;6;DERECHO;60
2010;09/12/2010 16:28;6;DERECHO;09/12/2010 17:05;6;DERECHO;38
2010;09/12/2010 16:18;5;ADUANA;09/12/2010 17:34;5;ADUANA;76
2010;09/12/2010 16:09;5;ADUANA;09/12/2010 16:51;5;ADUANA;42
2010;09/12/2010 16:01;5;ADUANA;09/12/2010 17:43;5;ADUANA;102
2010;09/12/2010 15:40;6;DERECHO;09/12/2010 17:42;3;RETIRO;122
2010;09/12/2010 15:40;6;DERECHO;09/12/2010 17:43;3;RETIRO;123
2010;09/12/2010 15:30;5;ADUANA;09/12/2010 15:48;3;RETIRO;17
2010;09/12/2010 15:23;6;DERECHO;09/12/2010 16:45;5;ADUANA;81
2010;09/12/2010 15:23;5;ADUANA;09/12/2010 16:00;6;DERECHO;37
2010;09/12/2010 15:23;3;RETIRO;09/12/2010 16:02;6;DERECHO;39
2010;09/12/2010 15:21;6;DERECHO;09/12/2010 16:43;5;ADUANA;82
2010;09/12/2010 15:18;5;ADUANA;09/12/2010 15:20;5;ADUANA;2
2010;09/12/2010 15:14;5;ADUANA;09/12/2010 16:05;5;ADUANA;50
2010;09/12/2010 15:11;6;DERECHO;09/12/2010 16:22;3;RETIRO;72
2010;09/12/2010 15:04;3;RETIRO;09/12/2010 15:18;5;ADUANA;14
2010;09/12/2010 14:45;5;ADUANA;09/12/2010 15:02;3;RETIRO;17
2010;09/12/2010 14:43;5;ADUANA;09/12/2010 16:23;5;ADUANA;100
2010;09/12/2010 14:43;3;RETIRO;09/12/2010 15:00;5;ADUANA;18
2010;09/12/2010 14:38;5;ADUANA;09/12/2010 14:53;3;RETIRO;15
2010;09/12/2010 14:33;5;ADUANA;09/12/2010 16:09;5;ADUANA;95
2010;09/12/2010 14:32;5;ADUANA;09/12/2010 15:51;5;ADUANA;79
2010;09/12/2010 14:32;3;RETIRO;09/12/2010 14:55;5;ADUANA;24
2010;09/12/2010 14:31;5;ADUANA;09/12/2010 15:52;5;ADUANA;81
2010;09/12/2010 14:22;5;ADUANA;09/12/2010 14:35;3;RETIRO;13
2010;09/12/2010 14:10;5;ADUANA;09/12/2010 15:13;3;RETIRO;63
2010;09/12/2010 14:07;3;RETIRO;09/12/2010 15:13;3;RETIRO;66
2010;09/12/2010 13:51;3;RETIRO;09/12/2010 14:02;5;ADUANA;12
2010;09/12/2010 13:50;5;ADUANA;09/12/2010 14:16;6;DERECHO;26
2010;09/12/2010 13:29;5;ADUANA;09/12/2010 13:55;3;RETIRO;25
2010;09/12/2010 13:27;3;RETIRO;09/12/2010 13:28;3;RETIRO;1
2010;09/12/2010 13:20;6;DERECHO;09/12/2010 13:34;3;RETIRO;14
2010;09/12/2010 13:12;5;ADUANA;09/12/2010 13:40;5;ADUANA;28
2010;09/12/2010 13:03;5;ADUANA;09/12/2010 14:00;5;ADUANA;57
2010;09/12/2010 12:57;5;ADUANA;09/12/2010 14:46;5;ADUANA;109
2010;09/12/2010 12:57;3;RETIRO;09/12/2010 14:26;5;ADUANA;89
2010;09/12/2010 12:33;3;RETIRO;09/12/2010 12:59;5;ADUANA;25
2010;09/12/2010 12:31;6;DERECHO;09/12/2010 13:05;6;DERECHO;34
2010;09/12/2010 12:23;3;RETIRO;09/12/2010 12:34;6;DERECHO;11
2010;09/12/2010 12:06;5;ADUANA;09/12/2010 14:01;5;ADUANA;115
2010;09/12/2010 12:03;6;DERECHO;09/12/2010 12:29;5;ADUANA;25
2010;09/12/2010 11:54;5;ADUANA;09/12/2010 12:28;5;ADUANA;35
2010;09/12/2010 11:53;6;DERECHO;09/12/2010 14:06;5;ADUANA;133
2010;09/12/2010 11:38;5;ADUANA;09/12/2010 13:07;5;ADUANA;89
2010;09/12/2010 11:31;5;ADUANA;09/12/2010 12:02;6;DERECHO;31
2010;09/12/2010 11:22;6;DERECHO;09/12/2010 11:33;3;RETIRO;11
2010;09/12/2010 11:16;6;DERECHO;09/12/2010 12:31;6;DERECHO;76
2010;09/12/2010 11:11;5;ADUANA;09/12/2010 12:32;5;ADUANA;81
2010;09/12/2010 11:01;3;RETIRO;09/12/2010 12:09;3;RETIRO;68
2010;09/12/2010 10:43;6;DERECHO;09/12/2010 11:42;6;DERECHO;59
2010;09/12/2010 10:39;3;RETIRO;09/12/2010 11:21;3;RETIRO;42
2010;09/12/2010 10:36;3;RETIRO;09/12/2010 11:21;3;RETIRO;46
2010;09/12/2010 10:34;3;RETIRO;09/12/2010 10:51;5;ADUANA;17
2010;09/12/2010 10:30;6;DERECHO;09/12/2010 10:59;5;ADUANA;30
2010;09/12/2010 10:23;3;RETIRO;09/12/2010 11:06;5;ADUANA;43
2010;09/12/2010 10:16;3;RETIRO;09/12/2010 10:33;5;ADUANA;17
2010;09/12/2010 10:12;5;ADUANA;09/12/2010 11:03;6;DERECHO;51
2010;09/12/2010 10:09;6;DERECHO;09/12/2010 10:36;5;ADUANA;28
2010;09/12/2010 10:07;6;DERECHO;09/12/2010 10:50;6;DERECHO;42
2010;09/12/2010 9:59;3;RETIRO;09/12/2010 11:29;3;RETIRO;90
2010;09/12/2010 9:56;3;RETIRO;09/12/2010 11:52;6;DERECHO;116
2010;09/12/2010 9:51;6;DERECHO;09/12/2010 10:56;6;DERECHO;65
2010;09/12/2010 9:50;6;DERECHO;09/12/2010 10:56;6;DERECHO;66
2010;09/12/2010 9:36;6;DERECHO;09/12/2010 10:04;6;DERECHO;28
2010;09/12/2010 9:34;6;DERECHO;09/12/2010 10:46;6;DERECHO;72
2010;09/12/2010 9:25;3;RETIRO;09/12/2010 9:36;5;ADUANA;11
2010;09/12/2010 9:22;6;DERECHO;09/12/2010 9:52;6;DERECHO;29
2010;09/12/2010 9:12;3;RETIRO;09/12/2010 9:28;5;ADUANA;16
2010;09/12/2010 9:09;6;DERECHO;09/12/2010 9:58;6;DERECHO;49
2010;09/12/2010 8:59;3;RETIRO;09/12/2010 9:14;5;ADUANA;15
2010;09/12/2010 8:53;6;DERECHO;09/12/2010 10:00;6;DERECHO;66
2010;09/12/2010 8:52;6;DERECHO;09/12/2010 9:39;6;DERECHO;47
2010;09/12/2010 8:51;6;DERECHO;09/12/2010 9:42;6;DERECHO;51
2010;09/12/2010 8:49;3;RETIRO;09/12/2010 8:59;5;ADUANA;10
2010;09/12/2010 8:48;3;RETIRO;09/12/2010 8:48;3;RETIRO;1
2010;09/12/2010 8:46;3;RETIRO;09/12/2010 8:55;5;ADUANA;8
2010;09/12/2010 8:34;3;RETIRO;09/12/2010 8:46;6;DERECHO;12
2010;09/12/2010 8:32;3;RETIRO;09/12/2010 8:52;5;ADUANA;20
2010;09/12/2010 8:31;6;DERECHO;09/12/2010 9:36;6;DERECHO;65
2010;09/12/2010 8:30;3;RETIRO;09/12/2010 8:48;5;ADUANA;17
2010;09/12/2010 8:30;6;DERECHO;09/12/2010 9:35;6;DERECHO;65
2010;09/12/2010 8:24;3;RETIRO;09/12/2010 8:56;5;ADUANA;32
2010;09/12/2010 8:09;5;ADUANA;09/12/2010 8:25;3;RETIRO;16
2010;09/12/2010 7:57;5;ADUANA;09/12/2010 9:43;5;ADUANA;105
2010;09/12/2010 7:44;3;RETIRO;09/12/2010 7:57;6;DERECHO;14
2010;07/12/2010 19:29;5;ADUANA;07/12/2010 19:48;6;DERECHO;19
2010;07/12/2010 19:12;5;ADUANA;07/12/2010 19:28;3;RETIRO;16
2010;07/12/2010 19:10;6;DERECHO;07/12/2010 19:43;6;DERECHO;33
2010;07/12/2010 19:09;6;DERECHO;07/12/2010 19:47;6;DERECHO;38
2010;07/12/2010 19:09;5;ADUANA;07/12/2010 19:30;3;RETIRO;22
2010;07/12/2010 19:08;6;DERECHO;07/12/2010 19:47;6;DERECHO;38
2010;07/12/2010 19:08;6;DERECHO;07/12/2010 19:15;3;RETIRO;7
2010;07/12/2010 19:01;5;ADUANA;07/12/2010 19:16;3;RETIRO;16
2010;07/12/2010 18:53;5;ADUANA;07/12/2010 19:29;6;DERECHO;36
2010;07/12/2010 18:50;5;ADUANA;07/12/2010 19:02;3;RETIRO;12
2010;07/12/2010 18:46;5;ADUANA;07/12/2010 19:19;3;RETIRO;33
2010;07/12/2010 18:44;5;ADUANA;07/12/2010 18:45;5;ADUANA;1
2010;07/12/2010 18:41;5;ADUANA;07/12/2010 18:43;5;ADUANA;2
2010;07/12/2010 18:40;5;ADUANA;07/12/2010 19:07;6;DERECHO;27
2010;07/12/2010 18:37;5;ADUANA;07/12/2010 18:57;3;RETIRO;19
2010;07/12/2010 18:36;5;ADUANA;07/12/2010 18:54;3;RETIRO;19
2010;07/12/2010 18:31;6;DERECHO;07/12/2010 18:44;3;RETIRO;13
2010;07/12/2010 18:30;6;DERECHO;07/12/2010 19:22;6;DERECHO;52
2010;07/12/2010 18:28;3;RETIRO;07/12/2010 18:29;5;ADUANA;1
2010;07/12/2010 18:18;6;DERECHO;07/12/2010 18:54;5;ADUANA;35
2010;07/12/2010 18:18;3;RETIRO;07/12/2010 19:29;3;RETIRO;71
2010;07/12/2010 18:16;5;ADUANA;07/12/2010 18:30;3;RETIRO;15
2010;07/12/2010 18:14;5;ADUANA;07/12/2010 18:26;3;RETIRO;12
2010;07/12/2010 18:11;5;ADUANA;07/12/2010 18:28;3;RETIRO;17
2010;07/12/2010 18:07;5;ADUANA;07/12/2010 18:22;3;RETIRO;15
2010;07/12/2010 18:05;5;ADUANA;07/12/2010 18:27;3;RETIRO;22
2010;07/12/2010 17:58;5;ADUANA;07/12/2010 19:39;5;ADUANA;102
2010;07/12/2010 17:56;5;ADUANA;07/12/2010 18:14;3;RETIRO;18
2010;07/12/2010 17:53;5;ADUANA;07/12/2010 19:38;5;ADUANA;104
2010;07/12/2010 17:32;5;ADUANA;07/12/2010 17:53;3;RETIRO;21
2010;07/12/2010 17:31;3;RETIRO;07/12/2010 18:36;3;RETIRO;65
2010;07/12/2010 17:08;6;DERECHO;07/12/2010 17:21;3;RETIRO;13
2010;07/12/2010 17:04;6;DERECHO;07/12/2010 18:07;5;ADUANA;63
2010;07/12/2010 16:56;5;ADUANA;07/12/2010 17:08;3;RETIRO;13
2010;07/12/2010 16:48;6;DERECHO;07/12/2010 19:42;6;DERECHO;174
2010;07/12/2010 16:42;6;DERECHO;07/12/2010 16:42;3;RETIRO;1
2010;07/12/2010 16:36;3;RETIRO;07/12/2010 17:03;6;DERECHO;27
2010;07/12/2010 16:36;3;RETIRO;07/12/2010 17:02;6;DERECHO;27
2010;07/12/2010 16:23;6;DERECHO;07/12/2010 18:17;3;RETIRO;114
2010;07/12/2010 16:18;6;DERECHO;07/12/2010 17:45;6;DERECHO;87
2010;07/12/2010 16:02;5;ADUANA;07/12/2010 16:09;6;DERECHO;7
2010;07/12/2010 15:57;5;ADUANA;07/12/2010 16:31;6;DERECHO;33
2010;07/12/2010 15:48;5;ADUANA;07/12/2010 17:51;3;RETIRO;123
2010;07/12/2010 15:47;5;ADUANA;07/12/2010 16:34;3;RETIRO;46
2010;07/12/2010 15:44;6;DERECHO;07/12/2010 15:53;3;RETIRO;9
2010;07/12/2010 15:37;5;ADUANA;07/12/2010 16:11;6;DERECHO;34
2010;07/12/2010 15:35;5;ADUANA;07/12/2010 16:34;3;RETIRO;59
2010;07/12/2010 15:32;3;RETIRO;07/12/2010 16:07;5;ADUANA;35
2010;07/12/2010 15:28;6;DERECHO;07/12/2010 16:32;6;DERECHO;64
2010;07/12/2010 15:21;3;RETIRO;07/12/2010 17:29;5;ADUANA;128
2010;07/12/2010 15:07;3;RETIRO;07/12/2010 15:31;5;ADUANA;23
2010;07/12/2010 14:59;3;RETIRO;07/12/2010 16:27;3;RETIRO;87
2010;07/12/2010 14:48;3;RETIRO;07/12/2010 15:06;6;DERECHO;19
2010;07/12/2010 14:40;5;ADUANA;07/12/2010 16:16;5;ADUANA;97
2010;07/12/2010 14:39;3;RETIRO;07/12/2010 15:48;3;RETIRO;69
2010;07/12/2010 14:38;3;RETIRO;07/12/2010 16:31;3;RETIRO;113
2010;07/12/2010 14:35;3;RETIRO;07/12/2010 14:37;3;RETIRO;2
2010;07/12/2010 14:32;5;ADUANA;07/12/2010 16:25;5;ADUANA;113
2010;07/12/2010 14:31;3;RETIRO;07/12/2010 14:45;3;RETIRO;14
2010;07/12/2010 14:27;3;RETIRO;07/12/2010 15:20;6;DERECHO;53
2010;07/12/2010 14:23;6;DERECHO;07/12/2010 14:34;3;RETIRO;11
2010;07/12/2010 14:07;5;ADUANA;07/12/2010 14:35;5;ADUANA;28
2010;07/12/2010 14:01;3;RETIRO;07/12/2010 15:50;5;ADUANA;109
2010;07/12/2010 13:59;3;RETIRO;07/12/2010 15:51;5;ADUANA;112
2010;07/12/2010 13:55;3;RETIRO;07/12/2010 13:56;3;RETIRO;1
2010;07/12/2010 13:43;5;ADUANA;07/12/2010 14:06;3;RETIRO;23
2010;07/12/2010 13:36;3;RETIRO;07/12/2010 13:37;3;RETIRO;0
2010;07/12/2010 13:36;5;ADUANA;07/12/2010 14:04;6;DERECHO;29
2010;07/12/2010 13:34;3;RETIRO;07/12/2010 13:34;3;RETIRO;1
2010;07/12/2010 13:33;5;ADUANA;07/12/2010 13:53;3;RETIRO;20
2010;07/12/2010 13:28;6;DERECHO;07/12/2010 13:36;3;RETIRO;8
2010;07/12/2010 13:27;6;DERECHO;07/12/2010 13:39;3;RETIRO;12
2010;07/12/2010 13:19;3;RETIRO;07/12/2010 13:20;3;RETIRO;2
2010;07/12/2010 13:17;6;DERECHO;07/12/2010 13:41;3;RETIRO;24
2010;07/12/2010 13:16;5;ADUANA;07/12/2010 13:32;3;RETIRO;16
2010;07/12/2010 13:12;6;DERECHO;07/12/2010 13:20;3;RETIRO;9
2010;07/12/2010 13:11;3;RETIRO;07/12/2010 13:34;5;ADUANA;23
2010;07/12/2010 12:57;3;RETIRO;07/12/2010 13:22;3;RETIRO;25
2010;07/12/2010 12:54;6;DERECHO;07/12/2010 14:08;6;DERECHO;74
2010;07/12/2010 12:44;3;RETIRO;07/12/2010 13:05;5;ADUANA;20
2010;07/12/2010 12:39;3;RETIRO;07/12/2010 13:49;6;DERECHO;71
2010;07/12/2010 12:38;5;ADUANA;07/12/2010 14:03;5;ADUANA;84
2010;07/12/2010 12:32;3;RETIRO;07/12/2010 12:44;5;ADUANA;12
2010;07/12/2010 12:28;6;DERECHO;07/12/2010 14:46;3;RETIRO;139
2010;07/12/2010 12:23;6;DERECHO;07/12/2010 14:17;6;DERECHO;114
2010;07/12/2010 12:23;5;ADUANA;07/12/2010 12:49;6;DERECHO;26
2010;07/12/2010 12:22;5;ADUANA;07/12/2010 12:22;3;RETIRO;0
2010;07/12/2010 12:11;6;DERECHO;07/12/2010 14:20;6;DERECHO;129
2010;07/12/2010 12:02;3;RETIRO;07/12/2010 12:03;5;ADUANA;1
2010;07/12/2010 11:55;5;ADUANA;07/12/2010 13:11;5;ADUANA;76
2010;07/12/2010 11:55;3;RETIRO;07/12/2010 11:55;3;RETIRO;1
2010;07/12/2010 11:27;5;ADUANA;07/12/2010 11:54;3;RETIRO;27
2010;07/12/2010 11:26;3;RETIRO;07/12/2010 11:43;6;DERECHO;17
2010;07/12/2010 11:21;3;RETIRO;07/12/2010 11:37;5;ADUANA;16
2010;07/12/2010 11:18;3;RETIRO;07/12/2010 11:35;5;ADUANA;17
2010;07/12/2010 11:07;3;RETIRO;07/12/2010 11:28;5;ADUANA;22
2010;07/12/2010 11:05;3;RETIRO;07/12/2010 11:15;6;DERECHO;10
2010;07/12/2010 11:04;6;DERECHO;07/12/2010 12:48;6;DERECHO;104
2010;07/12/2010 11:03;6;DERECHO;07/12/2010 12:47;6;DERECHO;104
2010;07/12/2010 10:47;5;ADUANA;07/12/2010 11:36;6;DERECHO;49
2010;07/12/2010 10:36;5;ADUANA;07/12/2010 10:46;5;ADUANA;10
2010;07/12/2010 10:36;6;DERECHO;07/12/2010 11:26;6;DERECHO;51
2010;07/12/2010 10:32;5;ADUANA;07/12/2010 11:16;6;DERECHO;44
2010;07/12/2010 10:30;3;RETIRO;07/12/2010 11:59;3;RETIRO;89
2010;07/12/2010 10:16;3;RETIRO;07/12/2010 10:35;5;ADUANA;18
2010;07/12/2010 10:07;6;DERECHO;07/12/2010 10:40;5;ADUANA;33
2010;07/12/2010 9:59;5;ADUANA;07/12/2010 11:35;3;RETIRO;96
2010;07/12/2010 9:49;3;RETIRO;07/12/2010 10:11;5;ADUANA;21
2010;07/12/2010 9:44;3;RETIRO;07/12/2010 12:17;5;ADUANA;152
2010;07/12/2010 9:34;6;DERECHO;07/12/2010 10:04;6;DERECHO;30
2010;07/12/2010 9:33;3;RETIRO;07/12/2010 11:48;3;RETIRO;135
2010;07/12/2010 9:26;3;RETIRO;07/12/2010 9:38;5;ADUANA;11
2010;07/12/2010 9:25;6;DERECHO;07/12/2010 10:10;6;DERECHO;45
2010;07/12/2010 9:25;3;RETIRO;07/12/2010 9:39;5;ADUANA;14
2010;07/12/2010 9:03;3;RETIRO;07/12/2010 9:21;5;ADUANA;18
2010;07/12/2010 9:02;6;DERECHO;07/12/2010 9:52;6;DERECHO;50
2010;07/12/2010 8:53;3;RETIRO;07/12/2010 9:07;5;ADUANA;15
2010;07/12/2010 8:43;6;DERECHO;07/12/2010 9:22;6;DERECHO;38
2010;07/12/2010 8:34;3;RETIRO;07/12/2010 8:45;5;ADUANA;11
2010;07/12/2010 8:34;6;DERECHO;07/12/2010 8:59;5;ADUANA;25
2010;07/12/2010 8:11;3;RETIRO;07/12/2010 9:12;5;ADUANA;60
2010;07/12/2010 8:11;3;RETIRO;07/12/2010 9:10;5;ADUANA;59
2010;07/12/2010 8:07;3;RETIRO;07/12/2010 8:26;5;ADUANA;20
2010;07/12/2010 8:04;6;DERECHO;07/12/2010 9:58;5;ADUANA;113
2010;07/12/2010 7:59;5;ADUANA;07/12/2010 8:20;3;RETIRO;21
2010;06/12/2010 20:21;3;RETIRO;06/12/2010 20:21;6;DERECHO;1
2010;06/12/2010 19:42;5;ADUANA;06/12/2010 19:58;3;RETIRO;17
2010;06/12/2010 19:40;6;DERECHO;06/12/2010 19:47;3;RETIRO;7
2010;06/12/2010 19:24;5;ADUANA;06/12/2010 19:55;3;RETIRO;31
2010;06/12/2010 19:19;3;RETIRO;06/12/2010 19:57;3;RETIRO;38
2010;06/12/2010 19:17;3;RETIRO;06/12/2010 19:29;6;DERECHO;12
2010;06/12/2010 19:15;6;DERECHO;06/12/2010 19:29;3;RETIRO;15
2010;06/12/2010 19:12;5;ADUANA;06/12/2010 19:36;6;DERECHO;24
2010;06/12/2010 19:09;6;DERECHO;06/12/2010 19:38;6;DERECHO;29
2010;06/12/2010 19:01;5;ADUANA;06/12/2010 19:19;3;RETIRO;18
2010;06/12/2010 18:55;3;RETIRO;06/12/2010 19:03;6;DERECHO;8
2010;06/12/2010 18:47;5;ADUANA;06/12/2010 19:02;3;RETIRO;16
2010;06/12/2010 18:44;3;RETIRO;06/12/2010 18:56;6;DERECHO;12
2010;06/12/2010 18:38;6;DERECHO;06/12/2010 19:30;6;DERECHO;53
2010;06/12/2010 18:32;5;ADUANA;06/12/2010 18:49;3;RETIRO;17
2010;06/12/2010 18:17;5;ADUANA;06/12/2010 18:44;6;DERECHO;27
2010;06/12/2010 17:56;5;ADUANA;06/12/2010 18:58;5;ADUANA;62
2010;06/12/2010 17:44;3;RETIRO;06/12/2010 19:08;6;DERECHO;84
2010;06/12/2010 17:43;5;ADUANA;06/12/2010 18:04;3;RETIRO;21
2010;06/12/2010 17:39;5;ADUANA;06/12/2010 18:01;3;RETIRO;22
2010;06/12/2010 17:38;3;RETIRO;06/12/2010 18:28;3;RETIRO;50
2010;06/12/2010 17:24;3;RETIRO;06/12/2010 18:56;6;DERECHO;92
2010;06/12/2010 17:22;3;RETIRO;06/12/2010 18:55;6;DERECHO;93
2010;06/12/2010 17:19;5;ADUANA;06/12/2010 17:42;3;RETIRO;23
2010;06/12/2010 17:10;6;DERECHO;06/12/2010 17:26;3;RETIRO;16
2010;06/12/2010 17:06;6;DERECHO;06/12/2010 17:19;3;RETIRO;13
2010;06/12/2010 16:57;5;ADUANA;06/12/2010 17:18;3;RETIRO;20
2010;06/12/2010 16:56;6;DERECHO;06/12/2010 17:25;6;DERECHO;30
2010;06/12/2010 16:49;5;ADUANA;06/12/2010 18:23;3;RETIRO;93
2010;06/12/2010 16:29;3;RETIRO;06/12/2010 16:39;6;DERECHO;10
2010;06/12/2010 16:25;5;ADUANA;06/12/2010 16:43;5;ADUANA;18
2010;06/12/2010 16:25;6;DERECHO;06/12/2010 17:26;6;DERECHO;62
2010;06/12/2010 16:18;3;RETIRO;06/12/2010 16:32;6;DERECHO;15
2010;06/12/2010 16:06;6;DERECHO;06/12/2010 16:44;6;DERECHO;38
2010;06/12/2010 16:04;6;DERECHO;06/12/2010 16:25;3;RETIRO;21
2010;06/12/2010 16:00;3;RETIRO;06/12/2010 16:14;5;ADUANA;14
2010;06/12/2010 15:28;5;ADUANA;06/12/2010 16:01;6;DERECHO;34
2010;06/12/2010 15:25;5;ADUANA;06/12/2010 16:54;5;ADUANA;88
2010;06/12/2010 15:24;5;ADUANA;06/12/2010 15:27;5;ADUANA;3
2010;06/12/2010 15:23;3;RETIRO;06/12/2010 15:51;5;ADUANA;27
2010;06/12/2010 15:21;3;RETIRO;06/12/2010 15:22;3;RETIRO;1
2010;06/12/2010 15:21;6;DERECHO;06/12/2010 16:16;6;DERECHO;56
2010;06/12/2010 15:19;6;DERECHO;06/12/2010 16:17;6;DERECHO;57
2010;06/12/2010 15:19;5;ADUANA;06/12/2010 15:46;3;RETIRO;27
2010;06/12/2010 15:16;3;RETIRO;06/12/2010 15:20;3;RETIRO;4
2010;06/12/2010 15:06;6;DERECHO;06/12/2010 17:00;6;DERECHO;114
2010;06/12/2010 15:01;6;DERECHO;06/12/2010 15:09;3;RETIRO;7
2010;06/12/2010 14:56;3;RETIRO;06/12/2010 16:49;3;RETIRO;113
2010;06/12/2010 14:17;5;ADUANA;06/12/2010 15:20;5;ADUANA;63
2010;06/12/2010 14:12;5;ADUANA;06/12/2010 15:38;5;ADUANA;85
2010;06/12/2010 14:00;5;ADUANA;06/12/2010 15:27;5;ADUANA;86
2010;06/12/2010 14:00;6;DERECHO;06/12/2010 14:07;3;RETIRO;7
2010;06/12/2010 13:57;3;RETIRO;06/12/2010 14:32;3;RETIRO;35
2010;06/12/2010 13:51;3;RETIRO;06/12/2010 14:09;5;ADUANA;18
2010;06/12/2010 13:49;3;RETIRO;06/12/2010 18:33;3;RETIRO;284
2010;06/12/2010 13:40;3;RETIRO;06/12/2010 13:55;6;DERECHO;15
2010;06/12/2010 13:30;5;ADUANA;06/12/2010 13:47;3;RETIRO;16
2010;06/12/2010 13:22;3;RETIRO;06/12/2010 14:21;3;RETIRO;59
2010;06/12/2010 13:20;6;DERECHO;06/12/2010 13:39;3;RETIRO;19
2010;06/12/2010 13:16;5;ADUANA;06/12/2010 14:15;5;ADUANA;59
2010;06/12/2010 13:16;6;DERECHO;06/12/2010 13:44;5;ADUANA;29
2010;06/12/2010 12:46;5;ADUANA;06/12/2010 14:26;5;ADUANA;99
2010;06/12/2010 12:35;5;ADUANA;06/12/2010 13:36;5;ADUANA;61
2010;06/12/2010 12:22;6;DERECHO;06/12/2010 12:51;3;RETIRO;29
2010;06/12/2010 12:21;5;ADUANA;06/12/2010 13:10;5;ADUANA;49
2010;06/12/2010 12:19;5;ADUANA;06/12/2010 13:10;5;ADUANA;51
2010;06/12/2010 12:15;3;RETIRO;06/12/2010 12:15;3;RETIRO;1
2010;06/12/2010 12:02;3;RETIRO;06/12/2010 12:30;5;ADUANA;27
2010;06/12/2010 11:46;3;RETIRO;06/12/2010 12:01;5;ADUANA;15
2010;06/12/2010 11:37;6;DERECHO;06/12/2010 11:54;3;RETIRO;17
2010;06/12/2010 11:36;6;DERECHO;06/12/2010 11:55;3;RETIRO;18
2010;06/12/2010 11:36;3;RETIRO;06/12/2010 13:28;3;RETIRO;113
2010;06/12/2010 11:34;5;ADUANA;06/12/2010 13:11;5;ADUANA;97
2010;06/12/2010 11:20;5;ADUANA;06/12/2010 12:46;5;ADUANA;87
2010;06/12/2010 11:16;3;RETIRO;06/12/2010 11:16;3;RETIRO;0
2010;06/12/2010 11:11;3;RETIRO;06/12/2010 11:23;5;ADUANA;12
2010;06/12/2010 11:07;3;RETIRO;06/12/2010 11:24;5;ADUANA;17
2010;06/12/2010 11:02;5;ADUANA;06/12/2010 12:12;5;ADUANA;70
2010;06/12/2010 11:00;5;ADUANA;06/12/2010 11:27;3;RETIRO;27
2010;06/12/2010 10:49;5;ADUANA;06/12/2010 11:14;3;RETIRO;25
2010;06/12/2010 10:47;5;ADUANA;06/12/2010 11:43;5;ADUANA;56
2010;06/12/2010 10:43;5;ADUANA;06/12/2010 11:14;3;RETIRO;31
2010;06/12/2010 10:42;3;RETIRO;06/12/2010 10:55;6;DERECHO;13
2010;06/12/2010 10:30;3;RETIRO;06/12/2010 10:39;6;DERECHO;8
2010;06/12/2010 10:21;5;ADUANA;06/12/2010 10:43;3;RETIRO;22
