PERIODO;ORIGENFECHA;ORIGENESTACIONID;ORIGENNOMBRE;DESTINOFECHA;DESTINOESTACIONID;DESTINONOMBRE;TIEMPOUSO
2010;23/12/2010 13:32;7;PLAZA ROMA;23/12/2010 13:43;3;RETIRO;11
2010;23/12/2010 13:25;5;ADUANA;23/12/2010 13:45;3;RETIRO;20
2010;23/12/2010 13:23;7;PLAZA ROMA;23/12/2010 14:41;7;PLAZA ROMA;78
2010;23/12/2010 13:21;3;RETIRO;23/12/2010 13:28;6;DERECHO;7
2010;23/12/2010 13:15;7;PLAZA ROMA;23/12/2010 14:34;3;RETIRO;78
2010;23/12/2010 13:14;5;ADUANA;23/12/2010 13:50;5;ADUANA;36
2010;23/12/2010 13:12;7;PLAZA ROMA;23/12/2010 14:30;7;PLAZA ROMA;78
2010;23/12/2010 13:08;7;PLAZA ROMA;23/12/2010 14:06;7;PLAZA ROMA;58
2010;23/12/2010 13:08;7;PLAZA ROMA;23/12/2010 14:06;7;PLAZA ROMA;58
2010;23/12/2010 13:07;7;PLAZA ROMA;23/12/2010 14:08;7;PLAZA ROMA;61
2010;23/12/2010 13:03;3;RETIRO;23/12/2010 13:36;3;RETIRO;33
2010;23/12/2010 12:54;7;PLAZA ROMA;23/12/2010 13:45;5;ADUANA;51
2010;23/12/2010 12:34;6;DERECHO;23/12/2010 13:35;6;DERECHO;61
2010;23/12/2010 12:26;7;PLAZA ROMA;23/12/2010 13:10;7;PLAZA ROMA;44
2010;23/12/2010 12:17;7;PLAZA ROMA;23/12/2010 14:14;7;PLAZA ROMA;117
2010;23/12/2010 12:12;7;PLAZA ROMA;23/12/2010 12:27;7;PLAZA ROMA;16
2010;23/12/2010 12:08;6;DERECHO;23/12/2010 12:26;6;DERECHO;18
2010;23/12/2010 11:50;7;PLAZA ROMA;23/12/2010 12:18;7;PLAZA ROMA;28
2010;23/12/2010 11:47;5;ADUANA;23/12/2010 12:46;5;ADUANA;59
2010;23/12/2010 11:44;6;DERECHO;23/12/2010 13:14;5;ADUANA;91
2010;23/12/2010 11:40;5;ADUANA;23/12/2010 12:45;5;ADUANA;65
2010;23/12/2010 11:32;5;ADUANA;23/12/2010 11:51;7;PLAZA ROMA;19
2010;23/12/2010 11:32;5;ADUANA;23/12/2010 12:23;5;ADUANA;52
2010;23/12/2010 11:22;5;ADUANA;23/12/2010 12:02;5;ADUANA;40
2010;23/12/2010 11:20;3;RETIRO;23/12/2010 11:33;5;ADUANA;13
2010;23/12/2010 11:20;5;ADUANA;23/12/2010 12:53;5;ADUANA;93
2010;23/12/2010 11:10;3;RETIRO;23/12/2010 11:24;6;DERECHO;15
2010;23/12/2010 11:08;3;RETIRO;23/12/2010 11:25;6;DERECHO;18
2010;23/12/2010 11:08;7;PLAZA ROMA;23/12/2010 12:24;7;PLAZA ROMA;76
2010;23/12/2010 11:01;3;RETIRO;23/12/2010 11:20;5;ADUANA;19
2010;23/12/2010 10:59;5;ADUANA;23/12/2010 12:51;5;ADUANA;111
2010;23/12/2010 10:45;3;RETIRO;23/12/2010 11:15;7;PLAZA ROMA;30
2010;23/12/2010 10:44;3;RETIRO;23/12/2010 10:55;7;PLAZA ROMA;11
2010;23/12/2010 10:43;6;DERECHO;23/12/2010 12:24;6;DERECHO;101
2010;23/12/2010 10:34;3;RETIRO;23/12/2010 10:43;7;PLAZA ROMA;10
2010;23/12/2010 10:23;3;RETIRO;23/12/2010 10:32;7;PLAZA ROMA;9
2010;23/12/2010 10:21;5;ADUANA;23/12/2010 11:23;5;ADUANA;63
2010;23/12/2010 10:14;3;RETIRO;23/12/2010 10:29;5;ADUANA;16
2010;23/12/2010 10:09;3;RETIRO;23/12/2010 11:09;7;PLAZA ROMA;60
2010;23/12/2010 10:04;5;ADUANA;23/12/2010 11:36;5;ADUANA;92
2010;23/12/2010 10:02;7;PLAZA ROMA;23/12/2010 10:46;7;PLAZA ROMA;45
2010;23/12/2010 10:00;5;ADUANA;23/12/2010 10:26;3;RETIRO;25
2010;23/12/2010 9:53;3;RETIRO;23/12/2010 11:37;3;RETIRO;104
2010;23/12/2010 9:48;5;ADUANA;23/12/2010 11:36;5;ADUANA;108
2010;23/12/2010 9:43;3;RETIRO;23/12/2010 9:53;6;DERECHO;9
2010;23/12/2010 9:39;3;RETIRO;23/12/2010 9:47;7;PLAZA ROMA;8
2010;23/12/2010 9:38;3;RETIRO;23/12/2010 9:48;7;PLAZA ROMA;10
2010;23/12/2010 9:34;3;RETIRO;23/12/2010 9:44;7;PLAZA ROMA;10
2010;23/12/2010 9:33;6;DERECHO;23/12/2010 9:55;5;ADUANA;22
2010;23/12/2010 9:22;3;RETIRO;23/12/2010 9:31;7;PLAZA ROMA;9
2010;23/12/2010 9:22;3;RETIRO;23/12/2010 9:37;5;ADUANA;15
2010;23/12/2010 9:21;3;RETIRO;23/12/2010 9:31;7;PLAZA ROMA;10
2010;23/12/2010 9:16;6;DERECHO;23/12/2010 9:33;7;PLAZA ROMA;17
2010;23/12/2010 9:03;3;RETIRO;23/12/2010 9:17;5;ADUANA;14
2010;23/12/2010 9:02;3;RETIRO;23/12/2010 9:17;5;ADUANA;15
2010;23/12/2010 8:58;7;PLAZA ROMA;23/12/2010 9:10;5;ADUANA;12
2010;23/12/2010 8:57;5;ADUANA;23/12/2010 10:53;5;ADUANA;116
2010;23/12/2010 8:48;6;DERECHO;23/12/2010 10:42;6;DERECHO;114
2010;23/12/2010 8:48;3;RETIRO;23/12/2010 8:57;7;PLAZA ROMA;9
2010;23/12/2010 8:47;3;RETIRO;23/12/2010 8:56;7;PLAZA ROMA;10
2010;23/12/2010 8:46;3;RETIRO;23/12/2010 8:54;5;ADUANA;9
2010;23/12/2010 8:45;3;RETIRO;23/12/2010 8:50;7;PLAZA ROMA;6
2010;23/12/2010 8:42;3;RETIRO;23/12/2010 8:55;5;ADUANA;13
2010;23/12/2010 8:42;3;RETIRO;23/12/2010 8:45;6;DERECHO;3
2010;23/12/2010 8:36;3;RETIRO;23/12/2010 8:46;7;PLAZA ROMA;11
2010;23/12/2010 8:25;3;RETIRO;23/12/2010 10:25;5;ADUANA;120
2010;23/12/2010 8:13;7;PLAZA ROMA;23/12/2010 9:14;6;DERECHO;61
2010;23/12/2010 8:13;7;PLAZA ROMA;23/12/2010 9:13;6;DERECHO;60
2010;23/12/2010 8:13;3;RETIRO;23/12/2010 8:19;7;PLAZA ROMA;6
2010;23/12/2010 8:12;3;RETIRO;23/12/2010 16:19;5;ADUANA;487
2010;23/12/2010 8:08;3;RETIRO;23/12/2010 8:20;7;PLAZA ROMA;12
2010;23/12/2010 8:07;3;RETIRO;23/12/2010 8:18;7;PLAZA ROMA;11
2010;22/12/2010 19:49;5;ADUANA;22/12/2010 20:58;7;PLAZA ROMA;68
2010;22/12/2010 19:49;5;ADUANA;22/12/2010 20:58;7;PLAZA ROMA;69
2010;22/12/2010 19:46;6;DERECHO;22/12/2010 19:53;3;RETIRO;8
2010;22/12/2010 19:32;7;PLAZA ROMA;22/12/2010 19:39;3;RETIRO;7
2010;22/12/2010 19:30;7;PLAZA ROMA;22/12/2010 19:41;7;PLAZA ROMA;10
2010;22/12/2010 19:22;5;ADUANA;22/12/2010 19:49;6;DERECHO;27
2010;22/12/2010 19:19;3;RETIRO;22/12/2010 19:27;7;PLAZA ROMA;8
2010;22/12/2010 19:14;5;ADUANA;22/12/2010 19:31;3;RETIRO;16
2010;22/12/2010 19:12;5;ADUANA;22/12/2010 19:32;3;RETIRO;21
2010;22/12/2010 19:04;5;ADUANA;22/12/2010 19:09;5;ADUANA;6
2010;22/12/2010 19:03;7;PLAZA ROMA;22/12/2010 19:14;3;RETIRO;11
2010;22/12/2010 18:59;3;RETIRO;22/12/2010 19:31;3;RETIRO;32
2010;22/12/2010 18:57;7;PLAZA ROMA;22/12/2010 19:08;3;RETIRO;11
2010;22/12/2010 18:54;5;ADUANA;22/12/2010 19:11;5;ADUANA;17
2010;22/12/2010 18:52;5;ADUANA;22/12/2010 19:07;7;PLAZA ROMA;15
2010;22/12/2010 18:49;7;PLAZA ROMA;22/12/2010 19:02;3;RETIRO;13
2010;22/12/2010 18:49;3;RETIRO;22/12/2010 19:52;5;ADUANA;63
2010;22/12/2010 18:47;7;PLAZA ROMA;22/12/2010 18:56;3;RETIRO;9
2010;22/12/2010 18:45;3;RETIRO;22/12/2010 19:54;5;ADUANA;68
2010;22/12/2010 18:43;3;RETIRO;22/12/2010 19:10;5;ADUANA;27
2010;22/12/2010 18:42;6;DERECHO;22/12/2010 19:43;6;DERECHO;61
2010;22/12/2010 18:35;5;ADUANA;22/12/2010 19:00;6;DERECHO;25
2010;22/12/2010 18:32;3;RETIRO;22/12/2010 19:42;6;DERECHO;70
2010;22/12/2010 18:31;5;ADUANA;22/12/2010 18:54;6;DERECHO;23
2010;22/12/2010 18:31;7;PLAZA ROMA;22/12/2010 18:52;6;DERECHO;21
2010;22/12/2010 18:28;5;ADUANA;22/12/2010 19:19;6;DERECHO;51
2010;22/12/2010 18:26;5;ADUANA;22/12/2010 18:50;3;RETIRO;24
2010;22/12/2010 18:26;7;PLAZA ROMA;22/12/2010 18:48;6;DERECHO;23
2010;22/12/2010 18:16;5;ADUANA;22/12/2010 18:29;3;RETIRO;13
2010;22/12/2010 18:14;5;ADUANA;22/12/2010 18:34;3;RETIRO;21
2010;22/12/2010 18:13;7;PLAZA ROMA;22/12/2010 18:24;3;RETIRO;10
2010;22/12/2010 18:12;7;PLAZA ROMA;22/12/2010 18:17;3;RETIRO;5
2010;22/12/2010 18:11;5;ADUANA;22/12/2010 18:23;3;RETIRO;13
2010;22/12/2010 18:10;5;ADUANA;22/12/2010 18:24;3;RETIRO;14
2010;22/12/2010 18:08;5;ADUANA;22/12/2010 18:33;6;DERECHO;25
2010;22/12/2010 18:07;7;PLAZA ROMA;22/12/2010 18:27;3;RETIRO;21
2010;22/12/2010 18:02;3;RETIRO;22/12/2010 19:34;7;PLAZA ROMA;91
2010;22/12/2010 18:02;5;ADUANA;22/12/2010 18:32;6;DERECHO;30
2010;22/12/2010 17:54;5;ADUANA;22/12/2010 18:33;6;DERECHO;38
2010;22/12/2010 17:53;5;ADUANA;22/12/2010 19:02;5;ADUANA;69
2010;22/12/2010 17:52;5;ADUANA;22/12/2010 18:06;3;RETIRO;14
2010;22/12/2010 17:47;5;ADUANA;22/12/2010 18:12;7;PLAZA ROMA;26
2010;22/12/2010 17:44;7;PLAZA ROMA;22/12/2010 17:54;3;RETIRO;9
2010;22/12/2010 17:39;5;ADUANA;22/12/2010 18:11;6;DERECHO;33
2010;22/12/2010 17:37;5;ADUANA;22/12/2010 18:00;6;DERECHO;24
2010;22/12/2010 17:33;5;ADUANA;22/12/2010 18:02;6;DERECHO;28
2010;22/12/2010 17:31;3;RETIRO;22/12/2010 17:38;7;PLAZA ROMA;7
2010;22/12/2010 17:30;7;PLAZA ROMA;22/12/2010 17:39;3;RETIRO;9
2010;22/12/2010 17:25;7;PLAZA ROMA;22/12/2010 17:34;3;RETIRO;9
2010;22/12/2010 17:23;7;PLAZA ROMA;22/12/2010 18:02;3;RETIRO;38
2010;22/12/2010 17:23;7;PLAZA ROMA;22/12/2010 17:24;7;PLAZA ROMA;1
2010;22/12/2010 17:21;7;PLAZA ROMA;22/12/2010 17:30;3;RETIRO;9
2010;22/12/2010 17:12;3;RETIRO;22/12/2010 17:28;7;PLAZA ROMA;16
2010;22/12/2010 17:11;5;ADUANA;22/12/2010 17:26;3;RETIRO;15
2010;22/12/2010 17:11;7;PLAZA ROMA;22/12/2010 17:21;3;RETIRO;10
2010;22/12/2010 17:09;5;ADUANA;22/12/2010 17:22;3;RETIRO;13
2010;22/12/2010 17:08;5;ADUANA;22/12/2010 17:28;3;RETIRO;20
2010;22/12/2010 17:08;7;PLAZA ROMA;22/12/2010 17:14;3;RETIRO;5
2010;22/12/2010 17:00;3;RETIRO;22/12/2010 17:29;5;ADUANA;29
2010;22/12/2010 16:44;5;ADUANA;22/12/2010 16:58;3;RETIRO;13
2010;22/12/2010 16:43;3;RETIRO;22/12/2010 17:14;6;DERECHO;31
2010;22/12/2010 16:34;5;ADUANA;22/12/2010 16:54;3;RETIRO;21
2010;22/12/2010 16:27;5;ADUANA;22/12/2010 17:15;6;DERECHO;48
2010;22/12/2010 16:24;7;PLAZA ROMA;22/12/2010 16:32;3;RETIRO;8
2010;22/12/2010 16:17;7;PLAZA ROMA;22/12/2010 18:03;7;PLAZA ROMA;106
2010;22/12/2010 16:11;7;PLAZA ROMA;22/12/2010 16:20;3;RETIRO;9
2010;22/12/2010 15:37;7;PLAZA ROMA;22/12/2010 15:49;5;ADUANA;12
2010;22/12/2010 15:36;5;ADUANA;22/12/2010 17:15;5;ADUANA;99
2010;22/12/2010 15:32;3;RETIRO;22/12/2010 16:57;3;RETIRO;84
2010;22/12/2010 15:29;5;ADUANA;22/12/2010 17:25;5;ADUANA;115
2010;22/12/2010 15:27;3;RETIRO;22/12/2010 17:01;5;ADUANA;94
2010;22/12/2010 15:25;3;RETIRO;22/12/2010 15:31;7;PLAZA ROMA;6
2010;22/12/2010 15:21;7;PLAZA ROMA;22/12/2010 15:31;3;RETIRO;9
2010;22/12/2010 15:16;3;RETIRO;22/12/2010 15:31;5;ADUANA;16
2010;22/12/2010 15:09;6;DERECHO;22/12/2010 16:27;5;ADUANA;78
2010;22/12/2010 14:54;5;ADUANA;22/12/2010 16:24;5;ADUANA;90
2010;22/12/2010 14:44;5;ADUANA;22/12/2010 15:56;5;ADUANA;72
2010;22/12/2010 14:34;7;PLAZA ROMA;22/12/2010 14:35;3;RETIRO;1
2010;22/12/2010 14:33;7;PLAZA ROMA;22/12/2010 14:40;3;RETIRO;6
2010;22/12/2010 14:25;6;DERECHO;22/12/2010 14:47;5;ADUANA;22
2010;22/12/2010 14:22;3;RETIRO;22/12/2010 14:23;7;PLAZA ROMA;1
2010;22/12/2010 14:22;5;ADUANA;22/12/2010 14:43;3;RETIRO;21
2010;22/12/2010 14:21;7;PLAZA ROMA;22/12/2010 14:55;7;PLAZA ROMA;34
2010;22/12/2010 14:13;7;PLAZA ROMA;22/12/2010 14:41;6;DERECHO;29
2010;22/12/2010 14:11;6;DERECHO;22/12/2010 15:24;6;DERECHO;72
2010;22/12/2010 14:10;7;PLAZA ROMA;22/12/2010 14:16;5;ADUANA;6
2010;22/12/2010 14:08;7;PLAZA ROMA;22/12/2010 14:21;3;RETIRO;12
2010;22/12/2010 14:07;7;PLAZA ROMA;22/12/2010 15:34;7;PLAZA ROMA;87
2010;22/12/2010 14:02;7;PLAZA ROMA;22/12/2010 14:15;3;RETIRO;13
2010;22/12/2010 14:00;3;RETIRO;22/12/2010 15:05;3;RETIRO;65
2010;22/12/2010 13:52;3;RETIRO;22/12/2010 13:53;5;ADUANA;1
2010;22/12/2010 13:47;5;ADUANA;22/12/2010 15:53;5;ADUANA;126
2010;22/12/2010 13:44;5;ADUANA;22/12/2010 15:54;5;ADUANA;130
2010;22/12/2010 13:36;5;ADUANA;22/12/2010 14:44;5;ADUANA;68
2010;22/12/2010 13:31;5;ADUANA;22/12/2010 13:52;3;RETIRO;21
2010;22/12/2010 13:28;7;PLAZA ROMA;22/12/2010 14:37;7;PLAZA ROMA;68
2010;22/12/2010 13:28;5;ADUANA;22/12/2010 13:48;5;ADUANA;20
2010;22/12/2010 13:27;3;RETIRO;22/12/2010 13:34;6;DERECHO;8
2010;22/12/2010 13:20;7;PLAZA ROMA;22/12/2010 13:29;5;ADUANA;8
2010;22/12/2010 13:03;3;RETIRO;22/12/2010 13:16;7;PLAZA ROMA;13
2010;22/12/2010 12:38;6;DERECHO;22/12/2010 13:45;6;DERECHO;67
2010;22/12/2010 12:31;3;RETIRO;22/12/2010 13:10;7;PLAZA ROMA;40
2010;22/12/2010 12:28;6;DERECHO;22/12/2010 13:27;7;PLAZA ROMA;60
2010;22/12/2010 12:25;6;DERECHO;22/12/2010 12:27;6;DERECHO;2
2010;22/12/2010 12:14;5;ADUANA;22/12/2010 13:55;5;ADUANA;102
2010;22/12/2010 12:04;3;RETIRO;22/12/2010 14:43;3;RETIRO;159
2010;22/12/2010 12:03;3;RETIRO;22/12/2010 14:11;3;RETIRO;128
2010;22/12/2010 11:57;5;ADUANA;22/12/2010 13:00;7;PLAZA ROMA;63
2010;22/12/2010 11:55;3;RETIRO;22/12/2010 14:07;3;RETIRO;133
2010;22/12/2010 11:47;3;RETIRO;22/12/2010 11:58;5;ADUANA;11
2010;22/12/2010 11:44;3;RETIRO;22/12/2010 11:46;3;RETIRO;2
2010;22/12/2010 11:39;6;DERECHO;22/12/2010 13:01;7;PLAZA ROMA;82
2010;22/12/2010 11:26;5;ADUANA;22/12/2010 13:11;5;ADUANA;106
2010;22/12/2010 11:16;5;ADUANA;22/12/2010 12:28;5;ADUANA;72
2010;22/12/2010 10:55;5;ADUANA;22/12/2010 11:56;5;ADUANA;61
2010;22/12/2010 10:48;5;ADUANA;22/12/2010 12:13;5;ADUANA;85
2010;22/12/2010 10:42;3;RETIRO;22/12/2010 10:58;7;PLAZA ROMA;16
2010;22/12/2010 10:36;5;ADUANA;22/12/2010 15:59;5;ADUANA;323
2010;22/12/2010 10:35;3;RETIRO;22/12/2010 10:47;5;ADUANA;12
2010;22/12/2010 10:33;7;PLAZA ROMA;22/12/2010 10:52;6;DERECHO;19
2010;22/12/2010 10:28;3;RETIRO;22/12/2010 10:42;5;ADUANA;15
2010;22/12/2010 10:26;3;RETIRO;22/12/2010 10:43;5;ADUANA;17
2010;22/12/2010 10:23;6;DERECHO;22/12/2010 10:51;7;PLAZA ROMA;28
2010;22/12/2010 10:20;5;ADUANA;22/12/2010 10:59;5;ADUANA;39
2010;22/12/2010 10:19;5;ADUANA;22/12/2010 11:50;5;ADUANA;92
2010;22/12/2010 10:04;5;ADUANA;22/12/2010 10:28;6;DERECHO;24
2010;22/12/2010 10:00;3;RETIRO;22/12/2010 10:14;5;ADUANA;15
2010;22/12/2010 9:57;5;ADUANA;22/12/2010 10:47;5;ADUANA;50
2010;22/12/2010 9:50;3;RETIRO;22/12/2010 10:05;5;ADUANA;15
2010;22/12/2010 9:40;3;RETIRO;22/12/2010 9:49;7;PLAZA ROMA;10
2010;22/12/2010 9:39;3;RETIRO;22/12/2010 9:49;7;PLAZA ROMA;10
2010;22/12/2010 9:36;6;DERECHO;22/12/2010 10:01;5;ADUANA;25
2010;22/12/2010 9:32;6;DERECHO;22/12/2010 9:45;7;PLAZA ROMA;14
2010;22/12/2010 9:26;3;RETIRO;22/12/2010 9:34;7;PLAZA ROMA;7
2010;22/12/2010 9:26;3;RETIRO;22/12/2010 9:31;7;PLAZA ROMA;5
2010;22/12/2010 9:24;3;RETIRO;22/12/2010 9:31;7;PLAZA ROMA;7
2010;22/12/2010 9:23;3;RETIRO;22/12/2010 9:51;5;ADUANA;29
2010;22/12/2010 9:22;3;RETIRO;22/12/2010 9:28;7;PLAZA ROMA;7
2010;22/12/2010 9:09;3;RETIRO;22/12/2010 9:23;5;ADUANA;13
2010;22/12/2010 9:07;5;ADUANA;22/12/2010 11:03;5;ADUANA;116
2010;22/12/2010 9:04;7;PLAZA ROMA;22/12/2010 9:15;5;ADUANA;11
2010;22/12/2010 9:02;3;RETIRO;22/12/2010 9:13;5;ADUANA;11
2010;22/12/2010 8:48;3;RETIRO;22/12/2010 9:10;5;ADUANA;21
2010;22/12/2010 8:43;7;PLAZA ROMA;22/12/2010 10:08;7;PLAZA ROMA;85
2010;22/12/2010 8:40;3;RETIRO;22/12/2010 8:45;7;PLAZA ROMA;5
2010;22/12/2010 8:39;3;RETIRO;22/12/2010 8:51;5;ADUANA;11
2010;22/12/2010 8:37;3;RETIRO;22/12/2010 8:46;7;PLAZA ROMA;9
2010;22/12/2010 8:19;3;RETIRO;22/12/2010 8:31;7;PLAZA ROMA;12
2010;22/12/2010 8:18;6;DERECHO;22/12/2010 8:41;7;PLAZA ROMA;23
2010;22/12/2010 8:13;3;RETIRO;22/12/2010 8:19;7;PLAZA ROMA;6
2010;22/12/2010 7:56;3;RETIRO;22/12/2010 8:01;7;PLAZA ROMA;5
2010;22/12/2010 7:49;3;RETIRO;22/12/2010 8:26;6;DERECHO;38
2010;21/12/2010 19:46;5;ADUANA;21/12/2010 20:28;7;PLAZA ROMA;41
2010;21/12/2010 19:44;6;DERECHO;21/12/2010 19:51;3;RETIRO;7
2010;21/12/2010 19:29;7;PLAZA ROMA;21/12/2010 19:37;3;RETIRO;9
2010;21/12/2010 19:24;3;RETIRO;21/12/2010 19:58;5;ADUANA;33
2010;21/12/2010 19:22;3;RETIRO;21/12/2010 19:37;5;ADUANA;15
2010;21/12/2010 19:19;5;ADUANA;21/12/2010 19:41;3;RETIRO;22
2010;21/12/2010 19:19;3;RETIRO;21/12/2010 19:43;6;DERECHO;24
2010;21/12/2010 19:16;3;RETIRO;21/12/2010 19:25;7;PLAZA ROMA;10
2010;21/12/2010 19:15;7;PLAZA ROMA;21/12/2010 19:26;3;RETIRO;11
2010;21/12/2010 19:14;5;ADUANA;21/12/2010 19:34;6;DERECHO;20
2010;21/12/2010 19:12;3;RETIRO;21/12/2010 19:14;3;RETIRO;2
2010;21/12/2010 19:08;3;RETIRO;21/12/2010 19:17;6;DERECHO;8
2010;21/12/2010 19:07;5;ADUANA;21/12/2010 19:25;3;RETIRO;18
2010;21/12/2010 19:06;5;ADUANA;21/12/2010 19:16;3;RETIRO;10
2010;21/12/2010 19:03;6;DERECHO;21/12/2010 19:12;3;RETIRO;8
2010;21/12/2010 19:01;5;ADUANA;21/12/2010 19:09;7;PLAZA ROMA;9
2010;21/12/2010 18:59;7;PLAZA ROMA;21/12/2010 19:17;6;DERECHO;18
2010;21/12/2010 18:53;5;ADUANA;21/12/2010 19:10;3;RETIRO;17
2010;21/12/2010 18:52;7;PLAZA ROMA;21/12/2010 19:10;6;DERECHO;18
2010;21/12/2010 18:51;5;ADUANA;21/12/2010 19:10;3;RETIRO;19
2010;21/12/2010 18:47;7;PLAZA ROMA;21/12/2010 18:56;3;RETIRO;9
2010;21/12/2010 18:47;5;ADUANA;21/12/2010 19:12;6;DERECHO;25
2010;21/12/2010 18:36;5;ADUANA;21/12/2010 18:51;5;ADUANA;15
2010;21/12/2010 18:35;3;RETIRO;21/12/2010 18:43;6;DERECHO;8
2010;21/12/2010 18:32;3;RETIRO;21/12/2010 19:52;3;RETIRO;80
2010;21/12/2010 18:27;7;PLAZA ROMA;21/12/2010 18:38;3;RETIRO;11
2010;21/12/2010 18:25;5;ADUANA;21/12/2010 18:39;3;RETIRO;15
2010;21/12/2010 18:24;5;ADUANA;21/12/2010 18:39;3;RETIRO;15
2010;21/12/2010 18:23;7;PLAZA ROMA;21/12/2010 18:42;6;DERECHO;19
2010;21/12/2010 18:22;5;ADUANA;21/12/2010 18:43;3;RETIRO;21
2010;21/12/2010 18:21;3;RETIRO;21/12/2010 18:33;3;RETIRO;12
2010;21/12/2010 18:21;5;ADUANA;21/12/2010 18:58;6;DERECHO;37
2010;21/12/2010 18:18;7;PLAZA ROMA;21/12/2010 18:27;5;ADUANA;9
2010;21/12/2010 18:15;5;ADUANA;21/12/2010 18:50;6;DERECHO;35
2010;21/12/2010 18:14;5;ADUANA;21/12/2010 18:42;3;RETIRO;28
2010;21/12/2010 18:14;7;PLAZA ROMA;21/12/2010 18:28;3;RETIRO;14
2010;21/12/2010 18:13;5;ADUANA;21/12/2010 18:28;3;RETIRO;14
2010;21/12/2010 18:13;7;PLAZA ROMA;21/12/2010 18:23;3;RETIRO;11
2010;21/12/2010 18:12;5;ADUANA;21/12/2010 18:26;3;RETIRO;14
2010;21/12/2010 18:12;7;PLAZA ROMA;21/12/2010 18:22;3;RETIRO;10
2010;21/12/2010 18:10;7;PLAZA ROMA;21/12/2010 18:29;6;DERECHO;19
2010;21/12/2010 18:10;5;ADUANA;21/12/2010 18:38;6;DERECHO;28
2010;21/12/2010 18:09;5;ADUANA;21/12/2010 18:32;3;RETIRO;23
2010;21/12/2010 18:08;5;ADUANA;21/12/2010 18:33;3;RETIRO;25
2010;21/12/2010 18:07;7;PLAZA ROMA;21/12/2010 18:16;3;RETIRO;9
2010;21/12/2010 18:07;5;ADUANA;21/12/2010 18:25;3;RETIRO;18
2010;21/12/2010 18:07;5;ADUANA;21/12/2010 18:24;3;RETIRO;18
2010;21/12/2010 18:06;7;PLAZA ROMA;21/12/2010 18:11;3;RETIRO;5
2010;21/12/2010 18:05;5;ADUANA;21/12/2010 18:29;3;RETIRO;24
2010;21/12/2010 18:05;5;ADUANA;21/12/2010 18:24;3;RETIRO;19
2010;21/12/2010 18:04;5;ADUANA;21/12/2010 18:22;3;RETIRO;18
2010;21/12/2010 18:03;7;PLAZA ROMA;21/12/2010 18:05;7;PLAZA ROMA;2
2010;21/12/2010 18:03;7;PLAZA ROMA;21/12/2010 18:11;3;RETIRO;9
2010;21/12/2010 18:03;6;DERECHO;21/12/2010 19:17;6;DERECHO;74
2010;21/12/2010 18:01;7;PLAZA ROMA;21/12/2010 18:09;5;ADUANA;8
2010;21/12/2010 17:59;5;ADUANA;21/12/2010 18:28;6;DERECHO;29
2010;21/12/2010 17:58;7;PLAZA ROMA;21/12/2010 18:06;3;RETIRO;8
2010;21/12/2010 17:49;5;ADUANA;21/12/2010 18:09;3;RETIRO;21
2010;21/12/2010 17:47;6;DERECHO;21/12/2010 18:51;6;DERECHO;64
2010;21/12/2010 17:39;7;PLAZA ROMA;21/12/2010 17:48;3;RETIRO;8
2010;21/12/2010 17:33;6;DERECHO;21/12/2010 19:10;6;DERECHO;97
2010;21/12/2010 17:32;6;DERECHO;21/12/2010 19:11;6;DERECHO;100
2010;21/12/2010 17:23;5;ADUANA;21/12/2010 18:32;3;RETIRO;69
2010;21/12/2010 17:21;6;DERECHO;21/12/2010 18:57;6;DERECHO;96
2010;21/12/2010 17:16;5;ADUANA;21/12/2010 17:39;6;DERECHO;23
2010;21/12/2010 17:04;5;ADUANA;21/12/2010 17:20;3;RETIRO;17
2010;21/12/2010 17:02;3;RETIRO;21/12/2010 17:10;6;DERECHO;8
2010;21/12/2010 16:53;5;ADUANA;21/12/2010 17:18;6;DERECHO;26
2010;21/12/2010 16:49;7;PLAZA ROMA;21/12/2010 17:01;3;RETIRO;12
2010;21/12/2010 16:47;3;RETIRO;21/12/2010 17:09;5;ADUANA;21
2010;21/12/2010 16:46;7;PLAZA ROMA;21/12/2010 18:16;5;ADUANA;90
2010;21/12/2010 16:42;6;DERECHO;21/12/2010 16:51;3;RETIRO;10
2010;21/12/2010 16:37;7;PLAZA ROMA;21/12/2010 16:51;3;RETIRO;14
2010;21/12/2010 16:37;7;PLAZA ROMA;21/12/2010 16:51;3;RETIRO;14
2010;21/12/2010 16:15;7;PLAZA ROMA;21/12/2010 17:03;7;PLAZA ROMA;49
2010;21/12/2010 16:11;3;RETIRO;21/12/2010 16:51;6;DERECHO;40
2010;21/12/2010 16:10;5;ADUANA;21/12/2010 16:22;7;PLAZA ROMA;12
2010;21/12/2010 16:09;7;PLAZA ROMA;21/12/2010 16:12;7;PLAZA ROMA;3
2010;21/12/2010 16:09;3;RETIRO;21/12/2010 17:09;3;RETIRO;59
2010;21/12/2010 16:08;7;PLAZA ROMA;21/12/2010 16:09;7;PLAZA ROMA;1
2010;21/12/2010 16:02;3;RETIRO;21/12/2010 16:16;6;DERECHO;14
2010;21/12/2010 16:01;3;RETIRO;21/12/2010 16:17;6;DERECHO;16
2010;21/12/2010 15:49;7;PLAZA ROMA;21/12/2010 16:33;7;PLAZA ROMA;45
2010;21/12/2010 15:44;7;PLAZA ROMA;21/12/2010 16:16;7;PLAZA ROMA;33
