WKT	ID	LINEA	RAMAL	SENTIDO	TIPO_SERVICIO
LINESTRING (-58.795714299999972 -34.350173300000023,-58.796448399999989 -34.350898600000043,-58.795301399999943 -34.351708300000062,-58.794170899999941 -34.352525200000059,-58.794912 -34.35323860000004,-58.795630599999967 -34.353959,-58.796347299999958 -34.354649500000036,-58.796491099999962 -34.354775900000057,-58.797032599999966 -34.355285900000055,-58.797655099999943 -34.355948,-58.797860099999951 -34.356196300000072,-58.798176899999937 -34.356657900000059,-58.798343499999959 -34.356912500000035,-58.798502799999959 -34.357133400000038,-58.7989025 -34.357443100000047,-58.799340799999946 -34.357852799999975,-58.799471099999963 -34.3579885,-58.799513700000027 -34.358048199999985,-58.799532799999945 -34.3581095,-58.7995259 -34.3581631,-58.7995045 -34.358204,-58.799462799999986 -34.358241199999981,-58.7993954 -34.3582755,-58.799270899999989 -34.358306400000032,-58.799179399999908 -34.358206100000075,-58.798945299999872 -34.358104,-58.798837699999908 -34.358073500000032,-58.7987054 -34.35	7874	60	S	vuelta	EXPRESO DIFERENCIAL
LINESTRING (-58.6060089 -34.671133800000014,-58.605884200000013 -34.671020099999986,-58.605435799999988 -34.6706111,-58.60510390000001 -34.670311,-58.604879 -34.670103,-58.6045845 -34.669834200000018,-58.6043292 -34.669601300000011,-58.604052700000011 -34.6693491,-58.6035982 -34.6689442,-58.6035016 -34.668858200000017,-58.6029878 -34.6684005,-58.6028207 -34.668253500000013,-58.6022857 -34.6677826,-58.601972900000021 -34.667507299999983,-58.601495 -34.667086800000014,-58.600885300000066 -34.666518299999943,-58.6007995 -34.6664775,-58.6007161 -34.666456500000031,-58.6005925 -34.6664675,-58.6004244 -34.666529500000038,-58.599854500000014 -34.666893799999968,-58.5995696 -34.667096900000018,-58.599243800000011 -34.667389,-58.5986432 -34.6679203,-58.5979807 -34.6684754,-58.5972683 -34.6690268,-58.5964959 -34.6696594,-58.5956527 -34.670362499999989,-58.5947904 -34.671077400000016,-58.593734 -34.6719739,-58.592168700000016 -34.673303200000021,-58.5906486 -34.6745438,-58.589632002368475 -34.675	7875	55	A	vuelta	COMUN BASICO
LINESTRING (-58.6066485 -34.671716800000034,-58.6060089 -34.671133800000014,-58.605884200000013 -34.671020099999986,-58.605435799999988 -34.6706111,-58.60510390000001 -34.670311,-58.604879 -34.670103,-58.6045845 -34.669834200000018,-58.6043292 -34.669601300000011,-58.604052700000011 -34.6693491,-58.6035982 -34.6689442,-58.6035016 -34.668858200000017,-58.6029878 -34.6684005,-58.6028207 -34.668253500000013,-58.6022857 -34.6677826,-58.601972900000021 -34.667507299999983,-58.601495 -34.667086800000014,-58.600885300000066 -34.666518299999943,-58.6007995 -34.666477500000035,-58.600716099999985 -34.666456500000045,-58.6005925 -34.6664675,-58.6004244 -34.666529500000017,-58.5998545 -34.6668938,-58.599569600000059 -34.667096899999962,-58.599243800000011 -34.667389,-58.5986432 -34.6679203,-58.5979807 -34.6684754,-58.5972683 -34.6690268,-58.5964959 -34.6696594,-58.5956527 -34.670362499999989,-58.5947904 -34.671077400000016,-58.593734 -34.6719739,-58.592168700000016 -34.673303200000021,-58.5906486	7876	55	B	vuelta	COMUN BASICO
LINESTRING (-58.559956200000038 -34.6859098,-58.55987 -34.68584950000001,-58.5598119 -34.6857778,-58.559737799999979 -34.685640300000024,-58.5597354 -34.6856089,-58.559555399999986 -34.6855143,-58.55945 -34.6854697,-58.559289800000016 -34.6854405,-58.5589727 -34.685401799999987,-58.5586703 -34.6853285,-58.5582894 -34.68521710000001,-58.5581381 -34.685162599999984,-58.5574419 -34.684714799999981,-58.557401399999989 -34.684574500000011,-58.556563899999986 -34.683949600000012,-58.5557245 -34.68334160000002,-58.5549011 -34.682761899999981,-58.554039 -34.6821206,-58.553165699999987 -34.6815191,-58.5523156 -34.680913600000018,-58.5514751 -34.680349900000017,-58.550534 -34.679693800000017,-58.54970910000003 -34.679111,-58.5488146 -34.678430800000015,-58.548535026057017 -34.678259962870378,-58.5483178 -34.6780728,-58.547638014195229 -34.677608008404484,-58.546763956035775 -34.677032036872738,-58.545890998035979 -34.676463992398745,-58.545181899999982 -34.6759728,-58.5448342 -34.6757399,-58.544	7877	55	C	vuelta	EXPRESO 
LINESTRING (-58.449147018453772 -34.558957984364902,-58.450324689930412 -34.558269766215844,-58.450581711994566 -34.558439777737846,-58.449494039401223 -34.559092003789992,-58.449409990413599 -34.559137977516698,-58.449349042851537 -34.559176019418565,-58.448192381182245 -34.559865606548506,-58.446675020038398 -34.56040902966064,-58.445528294074407 -34.561143529410401,-58.444621684731601 -34.562008713852428,-58.44444926479045 -34.562174303988478,-58.443707990221085 -34.562769957611444,-58.443642988787303 -34.562824044915878,-58.443569987486676 -34.562876958820887,-58.442989019885097 -34.563343005932545,-58.44266400959075 -34.563594662826475,-58.44246382415291 -34.563737491001497,-58.441265981572691 -34.564611798082602,-58.441112086423963 -34.564725240155994,-58.440447664725653 -34.565280738347205,-58.44036103498032 -34.565353985564627,-58.440276967409218 -34.565427001656317,-58.439534302565399 -34.566042686246192,-58.439411656421456 -34.566143214347207,-58.439184551494236 -34.566337674	7878	55	A	ida	COMUN BASICO
LINESTRING (-58.449147018453772 -34.558957984364902,-58.450324689930412 -34.558269766215844,-58.450581112379858 -34.558440137304032,-58.449494039401223 -34.559092003789992,-58.449409990413599 -34.559137977516698,-58.449349042851537 -34.559176019418565,-58.448192381182245 -34.559865606548506,-58.446675020038398 -34.56040902966064,-58.445528294074407 -34.561143529410401,-58.444621684731601 -34.562008713852428,-58.44444926479045 -34.562174303988478,-58.443707990221085 -34.562769957611444,-58.443642988787303 -34.562824044915878,-58.443569987486676 -34.562876958820887,-58.442989019885097 -34.563343005932545,-58.44266400959075 -34.563594662826475,-58.44246382415291 -34.563737491001497,-58.441265981572691 -34.564611798082602,-58.441112086423963 -34.564725240155994,-58.440447664725653 -34.565280738347205,-58.44036103498032 -34.565353985564627,-58.440276967409218 -34.565427001656317,-58.439534302565399 -34.566042686246192,-58.439411656421456 -34.566143214347207,-58.439184551494236 -34.566337674	7879	55	B	ida	COMUN BASICO
LINESTRING (-58.441452024314188 -34.620513995225835,-58.442889987084946 -34.621114260386435,-58.443535303435183 -34.621383268480741,-58.444349805580011 -34.621728206079979,-58.445211843891315 -34.622054365386902,-58.445656161021013 -34.622281305855665,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034750866,-58.447268022982591 -34.622990975391041,-58.448077005239128 -34.623304025609876,-58.448130972695118 -34.623329998578022,-58.448187999117614 -34.62335299655679,-58.448385973974609 -34.623425960597366,-58.448641964129315 -34.623529044954097,-58.448951024479278 -34.623650978516686,-58.449038993625848 -34.62368497928194,-58.449401035243916 -34.623823958144555,-58.449568968751343 -34.623889974546451,-58.449725029365013 -34.623951030572407,-58.44988900602857 -34.624012988844598,-58.450289008345649 -34.624170993118398,-58.450665984860471 -34.6243219	7880	55	C	ida	EXPRESO 
LINESTRING (-58.4862419929417 -34.5549060077946,-58.486138991156814 -34.554907019399273,-58.48595203927858 -34.554899030683011,-58.485145989853223 -34.554866001726289,-58.484183010077629 -34.55482803622327,-58.483982026629867 -34.554828066816739,-58.483804002616544 -34.55488598665206,-58.48359397595366 -34.554974021380012,-58.482795027767573 -34.555317043487385,-58.482744971980409 -34.555347977453124,-58.48267999678469 -34.555381979365556,-58.482023589220802 -34.555624378633809,-58.480974037122898 -34.556047014691266,-58.480149007782849 -34.556415990123554,-58.480015030667857 -34.556589031002801,-58.479985018114789 -34.556626993660238,-58.479921041444911 -34.556718968431184,-58.479771965278537 -34.55690201919905,-58.47971903895327 -34.556971000882989,-58.479487027952885 -34.556842010498933,-58.479361987323109 -34.556766020657768,-58.479224994046234 -34.556696974816923,-58.478882957881417 -34.55650695812021,-58.478822010995167 -34.55646900777775,-58.478757020268894 -34.55643502508584,-5	7881	130	D	vuelta	EXPRESO 
LINESTRING (-58.358465005478308 -34.627025959623168,-58.358465992414125 -34.627028034178473,-58.35849797344099 -34.627063044121485,-58.358684016756733 -34.627270033130422,-58.359677968843016 -34.628279962813217,-58.359694043008879 -34.628302967538055,-58.359835004183068 -34.628452033077274,-58.359891966621085 -34.628509964699909,-58.360583958805982 -34.629221017526874,-58.360637954725973 -34.629278044697642,-58.360703006051793 -34.629343015288562,-58.3613979759402 -34.630058033002264,-58.361451968139363 -34.630119026901959,-58.361528040727414 -34.630073017576841,-58.362375963633141 -34.629513004501057,-58.362441006216578 -34.629436961796621,-58.362518043133633 -34.629410968461784,-58.363098011534362 -34.629037003300212,-58.363171027163176 -34.628988015119212,-58.363247012545635 -34.628938037540436,-58.363832033475411 -34.62854604069905,-58.363900010657275 -34.628496957831565,-58.363973026516774 -34.628446977390375,-58.364293981202692 -34.628234005095862,-58.364617993997911 -34.62802004	7882	130	D	ida	EXPRESO 
LINESTRING (-58.565828499999974 -34.508071400000013,-58.565589499999987 -34.5080795,-58.564618800000019 -34.507047499999985,-58.5645444 -34.506845199999987,-58.563981024185928 -34.506287986457863,-58.563249007556607 -34.505454040684214,-58.5624659 -34.504555100000019,-58.561753900000014 -34.503734,-58.560915031240519 -34.502760960862574,-58.559421989980997 -34.501288974708167,-58.5587309 -34.500591199999988,-58.558500599999967 -34.5003832,-58.557975700000028 -34.499909399999979,-58.557218600000013 -34.499235899999988,-58.556553699999988 -34.49865230000001,-58.556004015486728 -34.498165040585427,-58.555855041273581 -34.498034958442531,-58.5551595 -34.4974155,-58.554423299999897 -34.49801590000007,-58.553857799999911 -34.498299100000061,-58.549690900000051 -34.499522299999974,-58.546796899999869 -34.500609800000113,-58.543801200000026 -34.5019739,-58.542275900000142 -34.502704799999925,-58.540479299999568 -34.503570200000247,-58.537661399999912 -34.504925300000068,-58.532745600000027 -34	7883	130	B	vuelta	COMUN BASICO
LINESTRING (-58.358465005478308 -34.627025959623168,-58.358465992414125 -34.627028034178473,-58.35849797344099 -34.627063044121485,-58.358684016756733 -34.627270033130422,-58.359677968843016 -34.628279962813217,-58.359694043008879 -34.628302967538055,-58.359835004183068 -34.628452033077274,-58.359891966621085 -34.628509964699909,-58.360583958805982 -34.629221017526874,-58.360637954725973 -34.629278044697642,-58.360703006051793 -34.629343015288562,-58.3613979759402 -34.630058033002264,-58.361451968139363 -34.630119026901959,-58.361528040727414 -34.630073017576841,-58.362375963633141 -34.629513004501057,-58.362441006216578 -34.629436961796621,-58.362518043133633 -34.629410968461784,-58.363098011534362 -34.629037003300212,-58.363171027163176 -34.628988015119212,-58.363247012545635 -34.628938037540436,-58.363832033475411 -34.62854604069905,-58.363900010657275 -34.628496957831565,-58.363973026516774 -34.628446977390375,-58.364293981202692 -34.628234005095862,-58.364617993997911 -34.62802004	7884	130	B	ida	COMUN BASICO
LINESTRING (-58.5650168 -34.50914880000002,-58.565781600000015 -34.5086037,-58.565954 -34.508519500000027,-58.5661589 -34.509008500000029,-58.5667801 -34.509501100000136,-58.567566799999831 -34.510124900000157,-58.568383599999748 -34.510772400000185,-58.569168399999711 -34.511394700000146,-58.5681535 -34.512280399999987,-58.567572500000018 -34.5127508,-58.567154600000016 -34.5131373,-58.566161970505533 -34.514015031512209,-58.565132985643537 -34.514890029469882,-58.564108012231237 -34.515756990814765,-58.56309101330919 -34.516624027065838,-58.562320971796048 -34.517273019754036,-58.562037993760285 -34.517512993655998,-58.5611539 -34.518293800000023,-58.560296199999989 -34.519027299999983,-58.5598565 -34.5194032,-58.559436799999986 -34.519762800000024,-58.5585803 -34.520472900000044,-58.557895971160953 -34.521088008445872,-58.557716007986713 -34.521239982994487,-58.5573319 -34.5215584,-58.556717019187346 -34.522101992545217,-58.555577300000017 -34.5230625,-58.5548438 -34.5236625,-58.554	7885	130	A	vuelta	COMUN BASICO
LINESTRING (-58.465852038213853 -34.53957698460475,-58.465771968740007 -34.539539028133717,-58.464835043633713 -34.539061997056791,-58.464347015450869 -34.539856969462093,-58.464327964922809 -34.539884018536682,-58.463857989426543 -34.540647972663436,-58.463824021387978 -34.540698013289663,-58.463365291472186 -34.541370626797523,-58.463182341734026 -34.541584791672221,-58.462601954173699 -34.542112040169876,-58.462303957569624 -34.542390011156655,-58.461983042867011 -34.54268700559853,-58.461294025597887 -34.543326974341213,-58.460623111830792 -34.543951821714593,-58.459794992426204 -34.544718969328798,-58.458940041618277 -34.545384977520584,-58.458886028188189 -34.545426991639722,-58.458122014248673 -34.546042956568257,-58.457872971919279 -34.546255009501017,-58.45751598924933 -34.546539998953193,-58.457311971982783 -34.546709045053575,-58.45702095427481 -34.546943995672898,-58.456613994496301 -34.547267028747157,-58.456510006068989 -34.547364038499317,-58.456409971833814 -34.54745996	7886	130	C	vuelta	EXPRESO 
LINESTRING (-58.358465005478308 -34.627025959623168,-58.358465992414125 -34.627028034178473,-58.35849797344099 -34.627063044121485,-58.358684016756733 -34.627270033130422,-58.359677968843016 -34.628279962813217,-58.359694043008879 -34.628302967538055,-58.359835004183068 -34.628452033077274,-58.359891966621085 -34.628509964699909,-58.360583958805982 -34.629221017526874,-58.360637954725973 -34.629278044697642,-58.360703006051793 -34.629343015288562,-58.3613979759402 -34.630058033002264,-58.361451968139363 -34.630119026901959,-58.361528040727414 -34.630073017576841,-58.362375963633141 -34.629513004501057,-58.362441006216578 -34.629436961796621,-58.362518043133633 -34.629410968461784,-58.363098011534362 -34.629037003300212,-58.363171027163176 -34.628988015119212,-58.363247012545635 -34.628938037540436,-58.363832033475411 -34.62854604069905,-58.363900010657275 -34.628496957831565,-58.363973026516774 -34.628446977390375,-58.364293981202692 -34.628234005095862,-58.364617993997911 -34.62802004	7887	130	A	ida	COMUN BASICO
LINESTRING (-58.358465005478308 -34.627025959623168,-58.358465992414125 -34.627028034178473,-58.35849797344099 -34.627063044121485,-58.358684016756733 -34.627270033130422,-58.359677968843016 -34.628279962813217,-58.359694043008879 -34.628302967538055,-58.359835004183068 -34.628452033077274,-58.359891966621085 -34.628509964699909,-58.360583958805982 -34.629221017526874,-58.360637954725973 -34.629278044697642,-58.360703006051793 -34.629343015288562,-58.3613979759402 -34.630058033002264,-58.361451968139363 -34.630119026901959,-58.361528040727414 -34.630073017576841,-58.362375963633141 -34.629513004501057,-58.362441006216578 -34.629436961796621,-58.362518043133633 -34.629410968461784,-58.363098011534362 -34.629037003300212,-58.363171027163176 -34.628988015119212,-58.363247012545635 -34.628938037540436,-58.363832033475411 -34.62854604069905,-58.363900010657275 -34.628496957831565,-58.363973026516774 -34.628446977390375,-58.364293981202692 -34.628234005095862,-58.364617993997911 -34.62802004	7888	130	C	ida	EXPRESO 
LINESTRING (-58.371990400000016 -34.657853599999981,-58.372206900000037 -34.657909800000013,-58.373334700000058 -34.6590705,-58.373867 -34.659628500000025,-58.373742899999989 -34.659672,-58.373529 -34.6596517,-58.3734566 -34.659684800000036,-58.373401958895897 -34.65976396618607,-58.372848500000011 -34.660762500000025,-58.372717508121497 -34.660741686952264,-58.371034600000023 -34.660525299999989,-58.3708874 -34.660404800000016,-58.370420700000025 -34.659723,-58.370313500000016 -34.6596613,-58.370175900000042 -34.659642799999958,-58.36948995631834 -34.660184974911154,-58.368434200000031 -34.6613992,-58.367789031735938 -34.662364023540277,-58.3671046 -34.6633676,-58.366507031044023 -34.66432401750118,-58.365935987690435 -34.665182978719201,-58.365566034055824 -34.665773959231608,-58.3654262 -34.6659433,-58.364844992104892 -34.666818977583866,-58.364388010621482 -34.667547019035453,-58.363301981332512 -34.666782025645723,-58.36227695732164 -34.666120036419073,-58.360458988442964 -34.6648	7889	33	I	vuelta	COMUN BASICO
LINESTRING (-58.374245993323051 -34.58101004271132,-58.37017240934707 -34.58332319575738,-58.368978627442779 -34.584003459099975,-58.369273135222002 -34.584360906871893,-58.369550411667483 -34.584692193776831,-58.370259130219146 -34.585553870081505,-58.370623243424646 -34.585991160592229,-58.371399326614728 -34.586881127087487,-58.371833492067744 -34.587377173984748,-58.371840552747841 -34.587745856690674,-58.37172959337903 -34.588129107649102,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37384222901828 -34.593567767206252,-58.373040028423972 -34.594517862168949,-58.372808149845639 -34.594990049665498,-58.372251727845246 -34.596133071311144,-58.371799388226911 -34.597143810186751,-58.371618116406019 -34.597540026466653,-58.371169997905533 -34.598394561949782,-58.371169216293502 -34.59856907891011,-58.370931386684369 -34.599527255808731,-58.370621797266352 -34.600665075395	7890	33	E	ida	COMUN BASICO
LINESTRING (-58.374245993323051 -34.58101004271132,-58.37017240934707 -34.58332319575738,-58.368978627442779 -34.584003459099975,-58.369273135222002 -34.584360906871893,-58.369550411667483 -34.584692193776831,-58.370259130219146 -34.585553870081505,-58.370623243424646 -34.585991160592229,-58.371399326614728 -34.586881127087487,-58.371833492067744 -34.587377173984748,-58.371840552747841 -34.587745856690674,-58.37172959337903 -34.588129107649102,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37384222901828 -34.593567767206252,-58.373040028423972 -34.594517862168949,-58.372808149845639 -34.594990049665498,-58.372251727845246 -34.596133071311144,-58.371799388226911 -34.597143810186751,-58.371618116406019 -34.597540026466653,-58.371169997905533 -34.598394561949782,-58.371169216293502 -34.59856907891011,-58.370931386684369 -34.599527255808702,-58.370621797266345 -34.600665075395	7891	33	F	ida	COMUN BASICO
LINESTRING (-58.379836306788732 -34.580161934308876,-58.378009511605981 -34.580052756372737,-58.376933208364107 -34.579994932195369,-58.37616005763001 -34.579950477514579,-58.375006701291269 -34.580583043022571,-58.374244826147752 -34.581008509110013,-58.374245993323051 -34.58101004271132,-58.37017240934707 -34.58332319575738,-58.368978627442779 -34.584003459099975,-58.369273135222002 -34.584360906871893,-58.369550411667483 -34.584692193776831,-58.370259130219146 -34.585553870081505,-58.370623243424646 -34.585991160592229,-58.371399326614728 -34.586881127087487,-58.371833492067744 -34.587377173984748,-58.371840552747841 -34.587745856690674,-58.37172959337903 -34.588129107649102,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37384222901828 -34.593567767206252,-58.373040028423972 -34.594517862168949,-58.372808149845639 -34.594990049665498,-58.372251727845246 -34.596133071311	7892	33	G	ida	COMUN BASICO
LINESTRING (-58.379836306788732 -34.580161934308876,-58.378009511605981 -34.580052756372737,-58.376933208364107 -34.579994932195369,-58.37616005763001 -34.579950477514579,-58.375006701291269 -34.580583043022571,-58.374244826147752 -34.581008509110013,-58.374245993323051 -34.58101004271132,-58.37017240934707 -34.58332319575738,-58.368978627442779 -34.584003459099975,-58.369273135222002 -34.584360906871893,-58.369550411667483 -34.584692193776831,-58.370259130219146 -34.585553870081505,-58.370623243424646 -34.585991160592229,-58.371399326614728 -34.586881127087487,-58.371833492067744 -34.587377173984748,-58.371840552747841 -34.587745856690674,-58.37172959337903 -34.588129107649102,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37384222901828 -34.593567767206252,-58.373040028423972 -34.594517862168949,-58.372808149845639 -34.594990049665498,-58.372251727845246 -34.596133071311	7893	33	H	ida	COMUN BASICO
LINESTRING (-58.329044 -34.764509499999981,-58.329446300000029 -34.763983,-58.3299306 -34.763351300000011,-58.330413699999959 -34.762721500000026,-58.330952899999978 -34.7620265,-58.331557 -34.761212500000013,-58.3319305 -34.7607168,-58.332034400000019 -34.760585099999986,-58.332582799999983 -34.75989050000004,-58.333203799999986 -34.7590572,-58.333788961301927 -34.758283026339292,-58.334474199999896 -34.757397300000086,-58.335055200000042 -34.7566279,-58.33574559999974 -34.755685600000199,-58.336332299999953 -34.754829200000053,-58.336933200000054 -34.753931599999959,-58.3374912 -34.7531028,-58.337951300000199 -34.75240169999983,-58.338667 -34.751351,-58.339287299999931 -34.750440500000117,-58.339399 -34.750470299999989,-58.340122700000016 -34.750705,-58.340403800000033 -34.7507904,-58.340857500000027 -34.751031,-58.341447034877767 -34.751327966359433,-58.341662985740243 -34.75145097846034,-58.342063976231906 -34.751642965335598,-58.3424010420337 -34.751808020218228,-58.34270002330014	7894	33	E	vuelta	COMUN BASICO
LINESTRING (-58.329044 -34.764509499999981,-58.329446300000029 -34.763983,-58.3299306 -34.763351300000011,-58.330413699999959 -34.762721500000026,-58.330952899999978 -34.7620265,-58.331557 -34.761212500000013,-58.3319305 -34.7607168,-58.332034400000019 -34.760585099999986,-58.332582799999983 -34.75989050000004,-58.333203799999986 -34.7590572,-58.333788961301927 -34.758283026339292,-58.334474199999811 -34.757397300000186,-58.335055200000042 -34.7566279,-58.335745599999875 -34.755685600000092,-58.336332299999981 -34.754829200000025,-58.336933200000026 -34.7539316,-58.3374912 -34.7531028,-58.337951300000029 -34.752401699999986,-58.338666999999475 -34.751351000000177,-58.339287299999853 -34.750440500000011,-58.339399 -34.750470299999989,-58.340122700000016 -34.750705,-58.340403800000033 -34.7507904,-58.340857500000027 -34.751031,-58.341447034877767 -34.751327966359433,-58.341662985740243 -34.75145097846034,-58.342063976231906 -34.751642965335598,-58.3424010420337 -34.751808020218228,-58.34	7895	33	F	vuelta	COMUN BASICO
LINESTRING (-58.329044 -34.764509499999981,-58.329446300000029 -34.763983,-58.3299306 -34.763351300000011,-58.330413699999959 -34.762721500000026,-58.330952899999978 -34.7620265,-58.331557 -34.761212500000013,-58.3319305 -34.7607168,-58.332034400000019 -34.760585099999986,-58.332582799999983 -34.75989050000004,-58.333203799999986 -34.7590572,-58.333788961301927 -34.758283026339292,-58.334474199999718 -34.757397300000271,-58.335055200000042 -34.7566279,-58.335745599999875 -34.755685600000092,-58.336332299999924 -34.754829200000067,-58.336933200000082 -34.753931599999945,-58.3374912 -34.7531028,-58.337951300000071 -34.752401699999922,-58.338667 -34.751351,-58.339287299999768 -34.750440500000281,-58.339399 -34.750470299999989,-58.340122700000016 -34.750705,-58.340403800000033 -34.7507904,-58.340857500000027 -34.751031,-58.341447034877767 -34.751327966359433,-58.341662985740243 -34.75145097846034,-58.342063976231906 -34.751642965335598,-58.3424010420337 -34.751808020218228,-58.342700023300	7896	33	G	vuelta	COMUN BASICO
LINESTRING (-58.329044 -34.764509499999981,-58.329446300000029 -34.763983,-58.3299306 -34.763351300000011,-58.330413699999959 -34.762721500000026,-58.330952899999978 -34.7620265,-58.331557 -34.761212500000013,-58.3319305 -34.7607168,-58.332034400000019 -34.760585099999986,-58.332582799999983 -34.75989050000004,-58.333203799999986 -34.7590572,-58.333788961301927 -34.758283026339292,-58.334474199999633 -34.757397300000356,-58.335055200000042 -34.7566279,-58.335745599999875 -34.755685600000092,-58.336332299999981 -34.754829200000025,-58.336933200000026 -34.7539316,-58.3374912 -34.7531028,-58.337951300000057 -34.752401699999957,-58.338666999999525 -34.751351000000234,-58.33928729999969 -34.750440500000202,-58.339399 -34.750470299999989,-58.340122700000016 -34.750705,-58.340403800000033 -34.7507904,-58.340857500000027 -34.751031,-58.341447034877767 -34.751327966359433,-58.341662985740243 -34.75145097846034,-58.342063976231906 -34.751642965335598,-58.3424010420337 -34.751808020218228,-58.342	7897	33	H	vuelta	COMUN BASICO
LINESTRING (-58.445369426541895 -34.542102028427628,-58.444135670382757 -34.542503466524238,-58.443643043273326 -34.542656212252005,-58.442270280409225 -34.543075111966488,-58.441330792524646 -34.54338793524164,-58.441099078031385 -34.543411632498838,-58.440970624774543 -34.54332818054246,-58.44096671213719 -34.543261876847403,-58.441008667255645 -34.543157802190237,-58.44107488410264 -34.543101207870187,-58.44095576627462 -34.542924064512732,-58.440836632239694 -34.542810831107467,-58.440626569089957 -34.542697866530197,-58.44014233347535 -34.542697887674599,-58.439560596874536 -34.542703571597421,-58.43797547321406 -34.542710411487377,-58.437377680259743 -34.542698177197146,-58.437061175299192 -34.542700996266973,-58.436797886733515 -34.542632447147909,-58.436416491981397 -34.542603117649797,-58.435903957227964 -34.542703993673719,-58.435114827660513 -34.542873602607145,-58.434301706167105 -34.543131693992706,-58.433809886829316 -34.543328472425678,-58.433458792469153 -34.54348771332	7898	33	A	ida	COMUN BASICO
LINESTRING (-58.445369426541895 -34.542102028427628,-58.444135670382757 -34.542503466524238,-58.443643043273326 -34.542656212252005,-58.442270280409225 -34.543075111966488,-58.441330792524646 -34.54338793524164,-58.441099078031385 -34.543411632498838,-58.440970624774543 -34.54332818054246,-58.44096671213719 -34.543261876847403,-58.441008667255645 -34.543157802190237,-58.44107488410264 -34.543101207870187,-58.44095576627462 -34.542924064512732,-58.440836632239694 -34.542810831107467,-58.440626569089957 -34.542697866530197,-58.44014233347535 -34.542697887674599,-58.439560596874536 -34.542703571597421,-58.43797547321406 -34.542710411487377,-58.437377680259743 -34.542698177197146,-58.437061175299192 -34.542700996266973,-58.436797886733515 -34.542632447147909,-58.436416491981397 -34.542603117649797,-58.435903957227964 -34.542703993673719,-58.435114827660513 -34.542873602607145,-58.434301706167105 -34.543131693992706,-58.433809886829316 -34.543328472425678,-58.433458792469153 -34.54348771332	7899	33	B	ida	COMUN BASICO
LINESTRING (-58.445369426541895 -34.542102028427628,-58.444135670382757 -34.542503466524238,-58.443643043273326 -34.542656212252005,-58.442270280409225 -34.543075111966488,-58.441330792524646 -34.54338793524164,-58.441099078031385 -34.543411632498838,-58.440970624774543 -34.54332818054246,-58.440968626134342 -34.543265351272737,-58.441008667255645 -34.543157802190237,-58.44107488410264 -34.543101207870187,-58.44095576627462 -34.542924064512732,-58.440836632239694 -34.542810831107467,-58.440626569089957 -34.542697866530197,-58.44014233347535 -34.542697887674599,-58.439560596874536 -34.542703571597421,-58.43797547321406 -34.542710411487377,-58.437377680259743 -34.542698177197146,-58.437061175299192 -34.542700996266973,-58.436797886733515 -34.542632447147909,-58.436416491981397 -34.542603117649797,-58.435903957227964 -34.542703993673719,-58.435114827660513 -34.542873602607145,-58.434301706167105 -34.543131693992706,-58.433809886829316 -34.543328472425678,-58.433458792469153 -34.5434877133	7900	33	C	ida	COMUN BASICO
LINESTRING (-58.445369426541895 -34.542102028427628,-58.444135670382757 -34.542503466524238,-58.443643043273326 -34.542656212252005,-58.442270280409225 -34.543075111966488,-58.441330792524646 -34.54338793524164,-58.441099078031385 -34.543411632498838,-58.440970624774543 -34.54332818054246,-58.44096671213719 -34.543261876847403,-58.441008667255645 -34.543157802190237,-58.44107488410264 -34.543101207870187,-58.44095576627462 -34.542924064512732,-58.440836632239694 -34.542810831107467,-58.440626569089957 -34.542697866530197,-58.44014233347535 -34.542697887674599,-58.439560596874536 -34.542703571597421,-58.43797547321406 -34.542710411487377,-58.437377680259743 -34.542698177197146,-58.437061175299192 -34.542700996266973,-58.436797886733515 -34.542632447147909,-58.436416491981397 -34.542603117649797,-58.435903957227964 -34.542703993673719,-58.435114827660513 -34.542873602607145,-58.434301706167105 -34.543131693992706,-58.433809886829316 -34.543328472425678,-58.433458792469153 -34.54348771332	7901	33	D	ida	COMUN BASICO
