WKT	ID	LINEA	RAMAL	SENTIDO	TIPO_SERVICIO
LINESTRING (-58.382165954654319 -34.627595968595969,-58.381790033061826 -34.62758300706242,-58.381525025829205 -34.627573995173428,-58.380395006217597 -34.627542042078197,-58.379744989596077 -34.627523028496782,-58.379655966078005 -34.627759010462782,-58.379041971529389 -34.629312973177804,-58.379041970533841 -34.629313964952239,-58.37884896054139 -34.629807015113244,-58.378653040326903 -34.630329004717936,-58.378602978878931 -34.630460966439117,-58.378545036931648 -34.630557038480845,-58.378446032193629 -34.630515045102612,-58.378351006096615 -34.630453038574245,-58.37835001652622 -34.630453037889907,-58.377236957903833 -34.629723037997358,-58.377140993262898 -34.629875974556512,-58.377026010552044 -34.630063970448731,-58.376701992689526 -34.630829032008393,-58.376597987238981 -34.631099983643004,-58.376170969811533 -34.632110029401566,-58.376148039306521 -34.632187010906968,-58.375809027959733 -34.633166011975852,-58.375785998494301 -34.63325101768568,-58.375431022249323 -34.63426102	444	154	A	ida	COMUN BASICO
LINESTRING (-58.416380038907192 -34.652961959563818,-58.416383011596395 -34.65311802946389,-58.416389962619974 -34.653240019996623,-58.416388977667111 -34.653393022910912,-58.416384018884742 -34.65357199069107,-58.416394990647213 -34.654230981851128,-58.416395002213918 -34.654371993702497,-58.416401983387559 -34.654439977766955,-58.416392979009032 -34.654612001581782,-58.416418988570527 -34.65476799002424,-58.416428981015187 -34.654922980608944,-58.416437971375217 -34.65526198943958,-58.416441042603559 -34.655403002427896,-58.416446967348456 -34.655753009710871,-58.416461959921932 -34.656140978193655,-58.416474976174918 -34.65652299527509,-58.416478971829626 -34.656620010019239,-58.416537023176026 -34.657092024792384,-58.416597041123474 -34.65791404515668,-58.416640979637201 -34.65852300895115,-58.416685993709031 -34.65914098917068,-58.416691979523783 -34.659219972426428,-58.416700996338342 -34.65935097969443,-58.416722971497371 -34.659645994613612,-58.41673297334718 -34.65978601833621	445	158	A	ida	COMUN BASICO
LINESTRING (-58.368492026776515 -34.604078980791172,-58.368331041843859 -34.604083995607724,-58.368243999561983 -34.604073018686364,-58.368044018003701 -34.604047979070941,-58.368043954472199 -34.604103969460397,-58.367924990713448 -34.605118016242471,-58.367920970019 -34.605174003548157,-58.368115027714666 -34.605191014377759,-58.368745041654982 -34.605245958817413,-58.368838027549792 -34.605250989279185,-58.369031996794874 -34.605267006803523,-58.369798978911156 -34.605324034431035,-58.370053374436345 -34.605348751850485,-58.369973606742917 -34.606154466494552,-58.369844376914486 -34.606552612465777,-58.370258987328306 -34.606869034217326,-58.370298021299895 -34.607192022978211,-58.370177008828769 -34.607316985538908,-58.370031010387706 -34.607426962161512,-58.369842990575634 -34.607394000357012,-58.369761008985577 -34.607357963422302,-58.369649523942641 -34.60732596121133,-58.369559175642415 -34.607292442286955,-58.369446987506578 -34.607245923321692,-58.369331633575264 -34.60721563	446	159	A	ida	COMUN BASICO
LINESTRING (-58.368492026776515 -34.604078980791172,-58.368780004992907 -34.60494502590506,-58.368838027549792 -34.605250989279185,-58.369031996794874 -34.605267006803523,-58.369798978911156 -34.605324034431035,-58.370053374436345 -34.605348751850485,-58.369973606742917 -34.606154466494552,-58.369844376914486 -34.606552612465777,-58.370258987328306 -34.606869034217326,-58.370298021299895 -34.607192022978211,-58.370177008828769 -34.607316985538908,-58.370031010387706 -34.607426962161512,-58.369842990575634 -34.607394000357012,-58.369761008985577 -34.607357963422302,-58.369649523942641 -34.60732596121133,-58.369559175642415 -34.607292442286955,-58.369446987506578 -34.607245923321692,-58.369331633575264 -34.607215630934967,-58.36822263248289 -34.607375445363594,-58.3679853074972 -34.607361015815719,-58.367962900371637 -34.607530863038015,-58.367941040352072 -34.607694038711728,-58.367933019210476 -34.607787980955308,-58.367915983799726 -34.607900038692222,-58.367915956728972 -34.608003003	447	159	B	ida	COMUN BASICO
LINESTRING (-58.368492026776515 -34.604078980791172,-58.368780004992907 -34.60494502590506,-58.368838027549792 -34.605250989279185,-58.369031996794874 -34.605267006803523,-58.369798978911156 -34.605324034431035,-58.370053374436345 -34.605348751850485,-58.369973606742917 -34.606154466494552,-58.369844376914486 -34.606552612465777,-58.370258987328306 -34.606869034217326,-58.370298021299895 -34.607192022978211,-58.370177008828769 -34.607316985538908,-58.370031010387706 -34.607426962161512,-58.369842990575634 -34.607394000357012,-58.369761008985577 -34.607357963422302,-58.369649523942641 -34.60732596121133,-58.369559175642415 -34.607292442286955,-58.369446987506578 -34.607245923321692,-58.369331633575264 -34.607215630934967,-58.36822263248289 -34.607375445363594,-58.3679853074972 -34.607361015815719,-58.367962900371637 -34.607530863038015,-58.367941040352072 -34.607694038711728,-58.367933019210476 -34.607787980955308,-58.367915983799726 -34.607900038692222,-58.367915956728972 -34.608003003	448	159	C	ida	COMUN BASICO
LINESTRING (-58.368492026776515 -34.604078980791172,-58.368331041843859 -34.604083995607724,-58.368243999561983 -34.604073018686364,-58.368044018003701 -34.604047979070941,-58.368043954472199 -34.604103969460397,-58.367924990713448 -34.605118016242471,-58.367920970019 -34.605174003548157,-58.368115027714666 -34.605191014377759,-58.368745041654982 -34.605245958817413,-58.368838027549792 -34.605250989279185,-58.369031996794874 -34.605267006803523,-58.369798978911156 -34.605324034431035,-58.370053374436345 -34.605348751850485,-58.369973606742917 -34.606154466494552,-58.369844376914486 -34.606552612465777,-58.370258987328306 -34.606869034217326,-58.370298021299895 -34.607192022978211,-58.370177008828769 -34.607316985538908,-58.370031010387706 -34.607426962161512,-58.369842990575634 -34.607394000357012,-58.369761008985577 -34.607357963422302,-58.369649523942641 -34.60732596121133,-58.369559175642415 -34.607292442286955,-58.369446987506578 -34.607245923321692,-58.369331633575264 -34.60721563	449	159	D	ida	COMUN BASICO
LINESTRING (-58.368492026776515 -34.604078980791172,-58.368331041843859 -34.604083995607724,-58.368243999561983 -34.604073018686364,-58.368044018003701 -34.604047979070941,-58.368043954472199 -34.604103969460397,-58.367924990713448 -34.605118016242471,-58.367920970019 -34.605174003548157,-58.368115027714666 -34.605191014377759,-58.368745041654982 -34.605245958817413,-58.368838027549792 -34.605250989279185,-58.369031996794874 -34.605267006803523,-58.369798978911156 -34.605324034431035,-58.370053374436345 -34.605348751850485,-58.369973606742917 -34.606154466494552,-58.369844376914486 -34.606552612465777,-58.370258987328306 -34.606869034217326,-58.370298021299895 -34.607192022978211,-58.370177008828769 -34.607316985538908,-58.370031010387706 -34.607426962161512,-58.369842990575634 -34.607394000357012,-58.369761008985577 -34.607357963422302,-58.369649523942641 -34.60732596121133,-58.369559175642415 -34.607292442286955,-58.369446987506578 -34.607245923321692,-58.369331633575264 -34.60721563	450	159	E	ida	COMUN BASICO
LINESTRING (-58.368853023750333 -34.604231992964458,-58.368492026776515 -34.604078980791172,-58.368331041843859 -34.604083995607724,-58.368243999561983 -34.604073018686364,-58.368044018003701 -34.604047979070941,-58.368043954472199 -34.604103969460397,-58.367924990713448 -34.605118016242471,-58.367920970019 -34.605174003548157,-58.368115027714666 -34.605191014377759,-58.368745041654982 -34.605245958817413,-58.368838027549792 -34.605250989279185,-58.369031996794874 -34.605267006803523,-58.369798978911156 -34.605324034431035,-58.370053374436345 -34.605348751850485,-58.369973606742917 -34.606154466494552,-58.369844376914486 -34.606552612465777,-58.370258987328306 -34.606869034217326,-58.370298021299895 -34.607192022978211,-58.370177008828769 -34.607316985538908,-58.370031010387706 -34.607426962161512,-58.369842990575634 -34.607394000357012,-58.369761008985577 -34.607357963422302,-58.369649523942641 -34.60732596121133,-58.369559175642415 -34.607292442286955,-58.369446987506578 -34.60724592	451	159	F	ida	COMUN BASICO
LINESTRING (-58.368853023750333 -34.604231992964458,-58.368492026776515 -34.604078980791172,-58.368331041843859 -34.604083995607724,-58.368243999561983 -34.604073018686364,-58.368044018003701 -34.604047979070941,-58.368043954472199 -34.604103969460397,-58.367924990713448 -34.605118016242471,-58.367920970019 -34.605174003548157,-58.368115027714666 -34.605191014377759,-58.368745041654982 -34.605245958817413,-58.368838027549792 -34.605250989279185,-58.369031996794874 -34.605267006803523,-58.369798978911156 -34.605324034431035,-58.370053374436345 -34.605348751850485,-58.369973606742917 -34.606154466494552,-58.369844376914486 -34.606552612465777,-58.370258987328306 -34.606869034217326,-58.370298021299895 -34.607192022978211,-58.370177008828769 -34.607316985538908,-58.370031010387706 -34.607426962161512,-58.369842990575634 -34.607394000357012,-58.369761008985577 -34.607357963422302,-58.369649523942641 -34.60732596121133,-58.369559175642415 -34.607292442286955,-58.369446987506578 -34.60724592	452	159	G	ida	COMUN BASICO
LINESTRING (-58.368853023750333 -34.604231992964458,-58.368492026776515 -34.604078980791172,-58.368331041843859 -34.604083995607724,-58.368243999561983 -34.604073018686364,-58.368044018003701 -34.604047979070941,-58.368043954472199 -34.604103969460397,-58.367924990713448 -34.605118016242471,-58.367920970019 -34.605174003548157,-58.368115027714666 -34.605191014377759,-58.368745041654982 -34.605245958817413,-58.368838027549792 -34.605250989279185,-58.369031996794874 -34.605267006803523,-58.369798978911156 -34.605324034431035,-58.370053374436345 -34.605348751850485,-58.369973606742917 -34.606154466494552,-58.369844376914486 -34.606552612465777,-58.370258987328306 -34.606869034217326,-58.370298021299895 -34.607192022978211,-58.370177008828769 -34.607316985538908,-58.370031010387706 -34.607426962161512,-58.369842990575634 -34.607394000357012,-58.369761008985577 -34.607357963422302,-58.369649523942641 -34.60732596121133,-58.369559175642415 -34.607292442286955,-58.369446987506578 -34.60724592	453	159	H	ida	EXPRESO 
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	239	86	I	ida	EXPRESO 
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	274	96	A	ida	COMUN BASICO
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	275	96	B	ida	COMUN BASICO
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	276	96	C	ida	COMUN BASICO
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	277	96	D	ida	COMUN BASICO
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	278	96	E	ida	COMUN BASICO
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	279	96	F	ida	COMUN BASICO
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	280	96	G	ida	COMUN BASICO
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	281	96	H	ida	COMUN BASICO
LINESTRING (-58.382750006976565 -34.629049033142778,-58.382753037995826 -34.628984028773878,-58.382798016631618 -34.627952972601953,-58.382805009534849 -34.627884003713717,-58.382804980940492 -34.627819989102342,-58.382809992351234 -34.627471969376309,-58.382809960814257 -34.627411020246441,-58.382808955126656 -34.627334021747721,-58.382812971765198 -34.627272985106387,-58.382814987644451 -34.626953003586003,-58.382826996633852 -34.626437017670895,-58.382844998008956 -34.626050958248364,-58.382843980728005 -34.625986041356214,-58.382848004011208 -34.625917972113236,-58.382868001512961 -34.625325985245752,-58.382883996682246 -34.624779978034944,-58.382891015140245 -34.624683960688905,-58.382891037153016 -34.624660969534787,-58.382906001412287 -34.623969981967939,-58.382902008032367 -34.623912997315472,-58.382898022339802 -34.623847988297648,-58.382902967131841 -34.623099020259808,-58.382903966235475 -34.622901026325373,-58.38290497303899 -34.622788956273979,-58.382907990295941 -34.62236	282	96	I	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	283	96	J	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	284	96	K	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	285	96	L	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	286	96	M	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	287	96	N	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	288	96	Ñ	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	289	96	O	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	290	96	P	ida	COMUN BASICO
LINESTRING (-58.440256006923278 -34.619986967166682,-58.440630963978798 -34.620151039421081,-58.440711010178958 -34.62018603655369,-58.44115000580625 -34.62037996220311,-58.441229960682918 -34.620421991577729,-58.441294988782168 -34.620444994197221,-58.441452024314188 -34.620513995225835,-58.44233002618919 -34.620894987311758,-58.442861022450629 -34.621200992888248,-58.442925960715833 -34.621227961728088,-58.443174019105207 -34.621341965852928,-58.443509955327727 -34.621478974515277,-58.443872965348227 -34.621627977913235,-58.443922973211087 -34.621650976808489,-58.444262957084256 -34.621799975495442,-58.444358026785906 -34.621842005094095,-58.444457957274857 -34.621868978372135,-58.44480900708173 -34.622017977186523,-58.445172023440719 -34.622159042494197,-58.445714029708036 -34.622380014870707,-58.445791023430637 -34.622406983858539,-58.445867027107866 -34.622437018152311,-58.447012035399595 -34.622892035571809,-58.447076976511539 -34.622918010418701,-58.447214954238291 -34.622972034	291	96	Q	ida	COMUN BASICO
