WKT,ID,NOMBRE,BARRIOS,OBJETO
"POLYGON ((-58.424035176027687 -34.662055227349612,-58.42485715795921 -34.662581916807675,-58.425101956391707 -34.66276925096723,-58.425831114631997 -34.663327241107162,-58.426352018498854 -34.663799406151178,-58.426942563938333 -34.664379088021803,-58.427395423156547 -34.664878830444209,-58.427900336658972 -34.665448895106124,-58.428517533686076 -34.666186431274028,-58.428579341338462 -34.666260288583963,-58.42859866265821 -34.666283212026478,-58.428598786974042 -34.666283359896276,-58.428598826231614 -34.66628340678178,-58.429245513164972 -34.667050664053889,-58.429245534975109 -34.667050690201521,-58.430076627578892 -34.668043158757875,-58.43075240926337 -34.668808651501429,-58.430752444161214 -34.668808692976576,-58.431494385570446 -34.669695282875999,-58.432318035059936 -34.670671501735946,-58.432455889252623 -34.670840610497272,-58.432620321922151 -34.671042324161299,-58.432624618887125 -34.671047595897029,-58.432894678787363 -34.671378880952453,-58.433210782386197 -34.671766645867599,-58.433506406282461 -34.672078225893756,-58.433540790994442 -34.672059922427124,-58.433551988830885 -34.672053961228841,-58.433582761319663 -34.672037579641731,-58.433583473938981 -34.672037199407434,-58.433631361120675 -34.672093331307195,-58.43368584244962 -34.672157200849185,-58.433683544035318 -34.672158809358748,-58.4336138701781 -34.672207553030795,-58.433711734103731 -34.672323514054568,-58.433711776639036 -34.672323564544904,-58.434642190107795 -34.673426037303443,-58.434643465100862 -34.673427580848681,-58.435235234906067 -34.674144139559274,-58.435896203992456 -34.674944473405581,-58.439290321102028 -34.679005370025251,-58.439773496689931 -34.679576982800448,-58.440008211679014 -34.679661483613863,-58.440272684500336 -34.679756696652703,-58.440510743617374 -34.67984240052192,-58.440723847436658 -34.679866281081573,-58.440723917271299 -34.679866289207055,-58.441359931965756 -34.67999279908917,-58.441359967973568 -34.679992806306842,-58.441552539187292 -34.680077152526934,-58.441643503735754 -34.6801169880939,-58.441796574263961 -34.680304261516767,-58.442274642657132 -34.68088914777384,-58.442108379190884 -34.681954677889017,-58.442082349179657 -34.682121492283606,-58.442050441068005 -34.682325982776234,-58.444162088527797 -34.684777510441968,-58.444239716326074 -34.684867629211659,-58.444239950887642 -34.684867901479201,-58.444295318373563 -34.684932178236785,-58.444484353974389 -34.685156637568433,-58.451243768009689 -34.693181728043399,-58.457977934297993 -34.701093984463952,-58.458924819723961 -34.702206368780828,-58.460714670174497 -34.704272768317459,-58.460926835663862 -34.704519077658404,-58.46093372409689 -34.704527074322286,-58.460934292766488 -34.704527735076937,-58.461019504575802 -34.704588743095236,-58.461084283447981 -34.704635122418175,-58.461145312919875 -34.704685938484708,-58.461231897990416 -34.704758033027552,-58.461250703535839 -34.704778795832567,-58.461279916603196 -34.704811050154298,-58.461279946073851 -34.704811083507373,-58.461646299979279 -34.705216557418304,-58.461715483668414 -34.705293135159636,-58.461744459759892 -34.705271703051523,-58.461752190062498 -34.70526598535762,-58.461752229357998 -34.705265956512235,-58.461873046597866 -34.705174762681537,-58.462104312879589 -34.70500019809549,-58.462195674319773 -34.704931236600956,-58.462382152699902 -34.704790479325951,-58.462382188720355 -34.704790452283241,-58.46412897236852 -34.703471903620816,-58.471994513558791 -34.697533820620407,-58.472534821014143 -34.697125865542411,-58.474065224455501 -34.695970311736652,-58.482163679395413 -34.689854589922632,-58.482163715402805 -34.689854561972524,-58.482790960009808 -34.68938082737057,-58.483355289321025 -34.688954608240373,-58.483359493384476 -34.688951436297728,-58.483372180863348 -34.688941878088762,-58.484003310519682 -34.68846641749326,-58.484261578089885 -34.688271850712376,-58.484764713241979 -34.687892806721848,-58.485555504380386 -34.687297042004779,-58.485673617072727 -34.687208057664243,-58.486455930046915 -34.686618664188074,-58.484266270634329 -34.684636089049633,-58.484224039602381 -34.684597850641815,-58.483938185747789 -34.684339029610079,-58.483729486985148 -34.684150065911503,-58.483582957450189 -34.684017391836427,-58.483485671699313 -34.683929304845798,-58.483317527093874 -34.683771479084704,-58.48319134375749 -34.683653038928405,-58.483044570950533 -34.68351527217277,-58.482922513166969 -34.683400703429811,-58.482740552564437 -34.683229906479248,-58.482625150768826 -34.683120334390566,-58.482505292254565 -34.68300653029798,-58.482367061248219 -34.682875281228526,-58.482299307396687 -34.68281094935989,-58.482202314019652 -34.682718854500152,-58.482116571318031 -34.682651188102561,-58.48204055959944 -34.682591201055857,-58.482012997871912 -34.682558003094314,-58.481861396130775 -34.682375398974827,-58.481796839805774 -34.682297640654632,-58.481708593068284 -34.682168540555971,-58.48162021493161 -34.682039247759,-58.481529314236923 -34.681906264096547,-58.481470346512907 -34.681787967176199,-58.481410845663198 -34.681668600363949,-58.481397270520247 -34.681579163597441,-58.481127613257883 -34.681167011270411,-58.481082791395089 -34.681067508603121,-58.481008918527074 -34.680903513355908,-58.480949436505789 -34.680771464791576,-58.480881102778184 -34.680622787682012,-58.4808250546442 -34.680500840524715,-58.480759035572163 -34.680357198527588,-58.480671061752197 -34.680165787322352,-58.480590631823311 -34.679990789091825,-58.480517780540353 -34.679832279679225,-58.480429130185108 -34.679591162764069,-58.480395081826877 -34.679498555466743,-58.480332006316331 -34.679326997353336,-58.480277112301174 -34.679177691356884,-58.480207873321483 -34.678989367747768,-58.480152191202805 -34.678837916892654,-58.480033962680324 -34.678622440667411,-58.480009516369186 -34.678571213182046,-58.47996085826545 -34.678455333315981,-58.479885588590513 -34.678276076990464,-58.47980279037283 -34.678078890328266,-58.479739615722437 -34.677928437161881,-58.479663242207273 -34.6777465495515,-58.47957396505884 -34.677533930172231,-58.47949163506425 -34.677337854866643,-58.479399207466301 -34.677101413093311,-58.479329197355561 -34.676927799814308,-58.479254080153616 -34.676745900947225,-58.479182699264449 -34.676577833030031,-58.479128819356646 -34.676459994408596,-58.47906588625677 -34.676360519098353,-58.478969018060063 -34.67620740368848,-58.478730003436432 -34.675846862650623,-58.47865506345677 -34.675680031155323,-58.478564089293037 -34.675477503367738,-58.478479550959335 -34.675289302151917,-58.478402540574827 -34.675117859035034,-58.478325427962503 -34.674946187573205,-58.478295813580111 -34.67485597044405,-58.478248254609106 -34.67471108656845,-58.478202049173284 -34.674570325604336,-58.478147862396689 -34.674405249524874,-58.478096883312922 -34.674249944824084,-58.478053672708029 -34.674118305851096,-58.478009226168496 -34.673982901210557,-58.477936408814585 -34.673761065001337,-58.477930590030105 -34.673639724516448,-58.477911711000033 -34.673419861943586,-58.477885183001547 -34.673325003601811,-58.477838030201745 -34.673252049800531,-58.47774084372238 -34.673200933724367,-58.477646643058968 -34.673162000623492,-58.477543574177858 -34.673106096251807,-58.477527257172014 -34.673087652310691,-58.477431627658611 -34.672979557201351,-58.47746784286042 -34.672939391758952,-58.477538108927078 -34.672761924880021,-58.477512012117622 -34.672502915160464,-58.477441558261269 -34.672335843286376,-58.477291984276881 -34.672287656801721,-58.477209933025179 -34.67229340190255,-58.477144922654531 -34.672297953787663,-58.477111568358801 -34.672155982144503,-58.477110524709104 -34.672031027066453,-58.4771157675616 -34.671963705574086,-58.477119879609454 -34.671910904240988,-58.477086612336464 -34.671778087744421,-58.477054615753765 -34.671691839604655,-58.477024524877358 -34.671623747725619,-58.476980537495109 -34.671533154454387,-58.476896902484434 -34.671360905167163,-58.476820147182515 -34.671202824202872,-58.476751808168807 -34.671062076409335,-58.476690182030779 -34.670935153692348,-58.476625848171928 -34.670809817976441,-58.476549509520247 -34.670661093893727,-58.476465747149106 -34.670497906140668,-58.476403516337726 -34.670376666206494,-58.476357262167411 -34.670286552192763,-58.476297536028007 -34.670143485398164,-58.476229126413656 -34.669967473743846,-58.476172934755333 -34.669818842398719,-58.476108701161721 -34.669648938817026,-58.476096067760338 -34.669603605978871,-58.476049692863533 -34.669437197015625,-58.47599557169994 -34.669242990932254,-58.475958533213372 -34.669110083060971,-58.475925945147246 -34.668993144591184,-58.475906400260769 -34.668932013368568,-58.475867500503654 -34.668810344964093,-58.475826434390676 -34.668681900354947,-58.47577615845109 -34.668524649131371,-58.475719819005064 -34.668350992847628,-58.475664867211677 -34.668190733177624,-58.475633454704358 -34.668099122445675,-58.475584658895741 -34.667956815024674,-58.475573499457262 -34.667891422019515,-58.475549338502617 -34.667749841291091,-58.475455300042775 -34.66760998820272,-58.475334392469605 -34.667498498330254,-58.475221575456331 -34.667394468450595,-58.475105680413911 -34.66727014502208,-58.475053943095475 -34.667211145415152,-58.475012427628563 -34.667139639046709,-58.474957381846231 -34.667044827808361,-58.474885867757074 -34.666921651081921,-58.474818645966124 -34.666805867088321,-58.474759205209381 -34.666703484983657,-58.474709200807894 -34.666594913229957,-58.47462920027413 -34.666421211919932,-58.474543490250127 -34.666235112999935,-58.474465304906047 -34.666046801193161,-58.474426754268066 -34.665953950461066,-58.474376627002059 -34.665833216633459,-58.474299508577097 -34.665627997915941,-58.474240980330791 -34.665472248539139,-58.474188784222342 -34.665335051727034,-58.474136354486781 -34.665200025158285,-58.474056353952818 -34.664993992372729,-58.474009087834936 -34.664872263053581,-58.473945480812837 -34.664704880215744,-58.473879982778364 -34.664531381618794,-58.473812169575851 -34.664351749538618,-58.473765616527857 -34.664237102699374,-58.473688015242658 -34.664056887386849,-58.473599896316614 -34.663852245693519,-58.473481751171697 -34.663577871361682,-58.473429963317521 -34.663457601247998,-58.473369075339264 -34.66331619688146,-58.473284655533917 -34.663139322341642,-58.473216409503927 -34.662996334148083,-58.47314354292407 -34.662843664450065,-58.47310179985238 -34.66275620429888,-58.473088937295351 -34.662725278321808,-58.473028686690881 -34.662580414978869,-58.472975533126764 -34.662452614935361,-58.472892544411259 -34.662256201935044,-58.472797464172793 -34.662038247845047,-58.472744738210963 -34.661919220033937,-58.4726672122721 -34.661744206103144,-58.472572454756246 -34.661530291008603,-58.472512161372549 -34.66139417807851,-58.472447955952255 -34.661252358785127,-58.472385738324881 -34.66111746128211,-58.472307309949471 -34.660947415680759,-58.472236031997348 -34.660783610016935,-58.472159314830769 -34.660607303584875,-58.4720413991284 -34.660336315780924,-58.471918994760109 -34.660055010355364,-58.471799531246056 -34.659780461533202,-58.471719242905458 -34.659595943274212,-58.47161266094929 -34.659354553487695,-58.471534433969431 -34.659177381885826,-58.47148487539188 -34.659065139212494,-58.471447745172966 -34.658981044676523,-58.471374801112795 -34.658815836476947,-58.471285571632968 -34.65861374309862,-58.471251376330521 -34.65853629482568,-58.471191448105479 -34.65840056418557,-58.471125850083041 -34.658251991551957,-58.471046972712116 -34.658073341834282,-58.470981825669945 -34.657934886035754,-58.47090020324584 -34.657761414710329,-58.470806301696953 -34.657561845715115,-58.470694313959029 -34.65732383678148,-58.470674470663923 -34.65728319320673,-58.470608959064513 -34.657149010266743,-58.470552184533794 -34.657032722487799,-58.470474147330677 -34.656872883107837,-58.470406741799145 -34.656734819467765,-58.470342175505657 -34.656602570840604,-58.470271088848122 -34.656460517512585,-58.470194551948694 -34.656307572308229,-58.470134783290959 -34.656188134986877,-58.470087185705083 -34.6560745633669,-58.470046300365901 -34.655977007436803,-58.470017295504718 -34.655926558673343,-58.46997180195941 -34.655847430657957,-58.469949309871446 -34.65578389366145,-58.469892949248283 -34.655624682352183,-58.469854340310405 -34.65554128501968,-58.469734434495543 -34.655282281014763,-58.469611253606033 -34.655016200832627,-58.46947965590315 -34.65473193765758,-58.469374415617054 -34.65450460742462,-58.469265755817368 -34.654269889271092,-58.469211275808654 -34.653988193752006,-58.469087266032652 -34.653862633227043,-58.46895778350121 -34.653636057497707,-58.46881756928213 -34.653390701309625,-58.468662205793599 -34.653118834030849,-58.468494937447758 -34.652826132474786,-58.468434003475636 -34.652719504026727,-58.468345564542794 -34.652564744063774,-58.468299366105896 -34.652497159244007,-58.468198648948544 -34.652349817215196,-58.468070037595254 -34.652161667079845,-58.467956134623975 -34.651995033532955,-58.467834663353074 -34.651817327138389,-58.467719079385162 -34.651648232752223,-58.467577373414038 -34.651440921902996,-58.46749227843835 -34.651316430369306,-58.467398414162268 -34.651179109094521,-58.467302662798097 -34.651014190547762,-58.467210740909245 -34.65085586705549,-58.467165106590976 -34.650678103064379,-58.467113059570273 -34.650475358068618,-58.467071199927453 -34.650312296448988,-58.467033305893459 -34.650164682043716,-58.466891855269701 -34.650098517662848,-58.466792674315961 -34.650048798114561,-58.466590144047274 -34.649944408528768,-58.466418029974449 -34.649855695802458,-58.466378606215521 -34.649841628775803,-58.466224415235871 -34.649786610803915,-58.466074805198993 -34.649761160549822,-58.465849938188811 -34.649784252793928,-58.465797745777174 -34.649789612522611,-58.465613900044197 -34.649808491774195,-58.465155127049854 -34.649855602259251,-58.464818540526004 -34.649890164527115,-58.464518442006316 -34.649920979229549,-58.464161757111988 -34.649953684432354,-58.463678096885893 -34.649998030567843,-58.46312516486482 -34.650048725729725,-58.462492778680094 -34.650106702437952,-58.46185976775913 -34.650157898445485,-58.461582284292533 -34.650180360102979,-58.461244737420024 -34.650207682889274,-58.46090172794014 -34.650235425628189,-58.46032530283312 -34.650286678770286,-58.45976605351985 -34.650336402052673,-58.459371007575697 -34.650371524306642,-58.459111975500086 -34.650394551575722,-58.458743378116978 -34.650427317941272,-58.45826529974115 -34.65046981489192,-58.457786553335005 -34.650514057241594,-58.457395005352069 -34.650552445712044,-58.457147463728603 -34.65057673185877,-58.456782599360224 -34.650612527521062,-58.456142257437826 -34.650675346680295,-58.455769350572886 -34.650711928191939,-58.455384643522983 -34.650749666052079,-58.455040871894774 -34.650783387293664,-58.454636238914006 -34.650823077269273,-58.454463808614776 -34.650839987263097,-58.454131835367612 -34.650872542700611,-58.453703466907299 -34.650914202159136,-58.453338576370356 -34.650948903823682,-58.452956033092384 -34.6509852585028,-58.452484273219191 -34.651030090109593,-58.452217939617981 -34.651055399114362,-58.451902772751133 -34.651080722293436,-58.451613587674494 -34.65108960245292,-58.451228670909586 -34.651101421229335,-58.450854833175264 -34.651112898660436,-58.450405829698518 -34.651126682283866,-58.449997958179061 -34.651139201790848,-58.449624518166942 -34.651150663232357,-58.449335332606182 -34.651159537988732,-58.449045748923623 -34.651168424273862,-58.448828166147941 -34.651175100655529,-58.448414165970611 -34.651157518050418,-58.447750030515095 -34.65112930923793,-58.446978671181249 -34.651096541581929,-58.44638975770544 -34.651071520997455,-58.445460023576651 -34.651032014482773,-58.444950664569149 -34.651010367640161,-58.444620193316112 -34.650948063703787,-58.444158144469107 -34.650851153834935,-58.443678270343383 -34.650750503208464,-58.443367684321181 -34.650645202408057,-58.442972917953895 -34.65070295365777,-58.4425218955773 -34.65076893306118,-58.441937811599587 -34.650891367203464,-58.441597400224637 -34.650881226841548,-58.441252330334841 -34.650870946736788,-58.440744151147996 -34.650855805600031,-58.440033143365802 -34.650834617646424,-58.439455739905107 -34.650817408028651,-58.438884650106949 -34.650800383894349,-58.438095398637842 -34.650754659328022,-58.437440928775374 -34.650716739298879,-58.436938445306495 -34.650687622964817,-58.436296850989109 -34.650650442832621,-58.435807242801992 -34.650622067942081,-58.435302529655573 -34.650592815576424,-58.434705303458827 -34.650558198577464,-58.434185924531079 -34.650528091435248,-58.433598294385078 -34.650494025241244,-58.43293580676518 -34.65045561596768,-58.432647336489325 -34.650438142035881,-58.432251369207755 -34.650414155407631,-58.431846316628572 -34.650389617071873,-58.431310871824024 -34.650357177407336,-58.430983037501143 -34.650341317457276,-58.431206938597199 -34.650526854184839,-58.43152733993356 -34.650792354141984,-58.431783700822365 -34.651004785271084,-58.432030750002191 -34.651209498795254,-58.432273230498765 -34.651402821368301,-58.432546768998854 -34.651620903911798,-58.432751145258521 -34.651783844703537,-58.432990699442463 -34.651974830155659,-58.433081974232103 -34.652046518173648,-58.433209709172587 -34.652146841989605,-58.433394565542926 -34.652292028663844,-58.433678112835345 -34.652514725910578,-58.433846352141835 -34.652648000374484,-58.434108538693877 -34.652855695895049,-58.434433498620329 -34.653113116178737,-58.434264295659318 -34.653236797394449,-58.434021997868612 -34.653413907221008,-58.433836951922238 -34.653549167443252,-58.433604950894804 -34.653718748685172,-58.433415081566821 -34.653857532898577,-58.433188773618404 -34.654022950778433,-58.432982469070801 -34.654173740014862,-58.432844151390299 -34.654274832208202,-58.432733436361808 -34.654355750169877,-58.432502883450965 -34.654524252855076,-58.43222478369124 -34.654727504297831,-58.43199257501751 -34.654896570122581,-58.431820835811983 -34.655021177700533,-58.431638486477816 -34.655153482917044,-58.431485887088783 -34.655264202255303,-58.431429443511064 -34.655305155084569,-58.431388765898056 -34.655334668823258,-58.431360285461324 -34.655361001383845,-58.431288250749866 -34.655427603432294,-58.431115371817718 -34.655523883859331,-58.430934328742282 -34.655624710590487,-58.430811341803761 -34.65569241654952,-58.430700639069386 -34.655790607734929,-58.430608734514109 -34.655859460990307,-58.430454755271505 -34.655974819082935,-58.430248472542175 -34.656129361066341,-58.429980466597272 -34.656330143190999,-58.429788693849346 -34.656473812699552,-58.429633487850005 -34.656590087078392,-58.429460289682559 -34.656722074855772,-58.429225272966555 -34.65689166801711,-58.428979706276962 -34.657068873040608,-58.428794698932201 -34.657201705422331,-58.428694733500606 -34.65727325356395,-58.428467048618771 -34.657436932246327,-58.428206991395122 -34.657624002670481,-58.427969456539934 -34.657794870554703,-58.427762733205306 -34.657942848100518,-58.427555712737629 -34.658089606170918,-58.427367373227405 -34.658223120438642,-58.427137298503929 -34.65838901396711,-58.426929496476788 -34.658540281408797,-58.426745638098943 -34.658674118549378,-58.426641914963845 -34.658809903568468,-58.426543278607546 -34.658939028937368,-58.426441114361388 -34.659072772175683,-58.426392180204182 -34.659133045309595,-58.426297518187084 -34.659249642014714,-58.426193441295943 -34.659377834704486,-58.426081016551201 -34.659516308993688,-58.425930118999545 -34.65970216959672,-58.425718064878261 -34.659963355053542,-58.425486685707007 -34.660248394167724,-58.425290513123905 -34.660490059927561,-58.425028684665492 -34.660812604718075,-58.424993938637066 -34.660855423445398,-58.424871798452223 -34.661003289513118,-58.424685272827098 -34.661226101366381,-58.424522186539519 -34.661434173937685,-58.424375595013387 -34.661621200927804,-58.424216928831974 -34.661823632064888,-58.424155123695023 -34.661902484065791,-58.424035176027687 -34.662055227349612))",5,DISTRITO DEL DEPORTE,VILLA SOLDATI - VILLA LUGANO - VILLA RIACHUELO,DISTRITO
"POLYGON ((-58.416494939654612 -34.65725687580094,-58.41648113361029 -34.656748279737748,-58.416446488302213 -34.655752605023935,-58.416414083869761 -34.654866649755199,-58.416409215170432 -34.654731786459493,-58.416395432188466 -34.654231271958089,-58.416388396666058 -34.653399133246324,-58.41638026874503 -34.652961893997691,-58.416376136251415 -34.652608611185279,-58.416370114416665 -34.652018120441333,-58.416357870120578 -34.650823622125557,-58.416350114820823 -34.650058525838709,-58.416342303229548 -34.64969978024665,-58.416318374600195 -34.648596498430805,-58.416298493285176 -34.648491769388173,-58.41628039370844 -34.648396406949438,-58.416258799225908 -34.648305268655776,-58.416206065862816 -34.647360079001885,-58.416169985994479 -34.646351796111261,-58.416166739425009 -34.646215452667562,-58.416166176088062 -34.646005938986086,-58.416164184404934 -34.645298943563141,-58.416161838799965 -34.64446405774482,-58.416150918485947 -34.644182284291134,-58.416108307757654 -34.643274211651722,-58.416104168577533 -34.642753630463169,-58.416102119870509 -34.642149596711988,-58.416107330211659 -34.641671485671608,-58.416104484063688 -34.641577890096151,-58.416077801278121 -34.64068904910193,-58.416078220710922 -34.640395166192938,-58.416078502784046 -34.640195652950524,-58.416135778030942 -34.638947608154886,-58.415843799466899 -34.63889636683902,-58.416150474661208 -34.637656867757691,-58.41616351054148 -34.637504474030095,-58.415861309708369 -34.637303788529671,-58.415608082814281 -34.637145093823584,-58.414638869506909 -34.636537795905518,-58.414558462862971 -34.636490296224714,-58.413814365152191 -34.636050549445379,-58.413580474778676 -34.635912283095031,-58.412677869928856 -34.635390138794861,-58.412408899131954 -34.635217628229405,-58.412242390137109 -34.635110865305712,-58.411296941573063 -34.634457139416789,-58.410986941153368 -34.634233339667162,-58.410880263972196 -34.634508514069211,-58.410565327186475 -34.635094596084748,-58.40934714731933 -34.634720112934076,-58.407880151081429 -34.634269096730748,-58.406275169554526 -34.633775671574973,-58.406007185297341 -34.633681109254205,-58.404539248887424 -34.633163428823259,-58.404310794540116 -34.633082822978622,-58.403815057070148 -34.632885818744583,-58.403107487004817 -34.632604549285873,-58.403035936695588 -34.632576133643958,-58.402001034937101 -34.632169272739709,-58.400682251009727 -34.631650844698903,-58.400528248158565 -34.63159745523167,-58.399162333679712 -34.631124269871833,-58.398731207024468 -34.632252041064035,-58.398295544531948 -34.633391566318153,-58.397868579942902 -34.63450827732801,-58.397432209407874 -34.635649630831601,-58.39732727878873 -34.6359241615027,-58.39702809258732 -34.636720927254061,-58.396575629588753 -34.637925792851462,-58.396415527194932 -34.638352197299504,-58.396289324084428 -34.638688197315012,-58.396146125316434 -34.639069538706742,-58.395552056133369 -34.640651656833391,-58.395069578567949 -34.641936220309823,-58.396256086503044 -34.642542454228874,-58.397743460582113 -34.643302364167766,-58.398087156243491 -34.643477903196889,-58.399164399924366 -34.644058136110125,-58.400245234952898 -34.644640120817549,-58.40083612594394 -34.644958388985813,-58.401237922397193 -34.645174726106731,-58.401743989574328 -34.645786970169929,-58.402160737619148 -34.646309305867646,-58.40233893372708 -34.646528416072293,-58.403126955409469 -34.647558200003658,-58.403480958854146 -34.648020852336472,-58.403610029398877 -34.648189440073963,-58.404432826161354 -34.649254727274631,-58.404501616427673 -34.649347791641624,-58.404554261508267 -34.649415642848133,-58.404933569537313 -34.649991607897149,-58.405227132325592 -34.650265487201011,-58.406109238269451 -34.6510207110328,-58.406680245583267 -34.651482044754303,-58.407301838717657 -34.65200649867473,-58.407947150168532 -34.652504411057286,-58.40860125155892 -34.652990562427554,-58.409020771432125 -34.65330174291045,-58.410094667991274 -34.654103712808478,-58.411109030762908 -34.654465002946736,-58.412831204741401 -34.65509003345975,-58.413456204333002 -34.655439382703563,-58.414029592191596 -34.655741593540064,-58.414909931198515 -34.656250617396012,-58.415575677495958 -34.656620253957506,-58.416088234850406 -34.65691883493156,-58.416239083379764 -34.657064937104806,-58.416494939654612 -34.65725687580094))",4,DISTRITO TECNOLOGICO,NUEVA POMPEYA - PARQUE PATRICIOS - BOEDO,DISTRITO
